feature_set,is_random_control,suite,task_idx,condition,plan_index,baseline_success,clamped_success,baseline_any_violation,clamped_any_violation,baseline_collision,clamped_collision,action_delta_active_mean_l2,action_delta_active_translation_mean_l2,action_delta_active_rotation_mean_l2,action_delta_active_gripper_mean_abs,action_delta_active_fraction,success_delta,any_violation_delta,collision_delta
random20_high_class_mean_00,True,spatial,1,mild,31,1,1,1,1,1,1,0.4197097420692444,0.3615978956222534,0.06338712573051453,0.05145237222313881,0.7938144329896907,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,0,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,1,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,2,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,mild,3,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,mild,4,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,clean,5,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,clean,6,1,1,1,1,1,1,0.3062175214290619,0.27140727639198303,0.06276456266641617,0.025641025975346565,0.7959183673469388,0,0,0
random20_high_class_mean_01,True,spatial,1,mild,7,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
random20_high_class_mean_01,True,spatial,1,mild,8,0,1,1,1,1,1,0.3785979151725769,0.3055141866207123,0.06965646147727966,0.07174574583768845,0.8058252427184466,1,0,0
