feature_idx,u_statistic,p_value,effect_size,abs_effect_size,mean_low_progress,mean_high_progress,std_low_progress,std_high_progress,direction,adjusted_p,significant,composite_score
165,1124992.0,0.004632946569472551,-0.005347593582887722,0.005347593582887722,0.0003552273556124419,0.0,0.004968547262251377,0.0,higher_in_high_progress,0.009451813988262331,True,0.010826122106271357
5798,1124992.0,0.004632946569472551,-0.005347593582887722,0.005347593582887722,0.00014899221423547715,0.0,0.0020610715728253126,0.0,higher_in_high_progress,0.009451813988262331,True,0.010826122106271357
3450,1124992.0,0.004632946569472551,-0.005347593582887722,0.005347593582887722,0.00018896763504017144,0.0,0.0026550781913101673,0.0,higher_in_high_progress,0.009451813988262331,True,0.010826122106271357
3014,1124992.0,0.004632946569472551,-0.005347593582887722,0.005347593582887722,0.0002679914468899369,0.0,0.003767188871279359,0.0,higher_in_high_progress,0.009451813988262331,True,0.010826122106271357
13277,1124992.0,0.004632946569472551,-0.005347593582887722,0.005347593582887722,0.0002896586956921965,0.0,0.003995700739324093,0.0,higher_in_high_progress,0.009451813988262331,True,0.010826122106271357
9716,1124992.0,0.004632946569472551,-0.005347593582887722,0.005347593582887722,0.00013838046288583428,0.0,0.001954692881554365,0.0,higher_in_high_progress,0.009451813988262331,True,0.010826122106271357
268,1113024.0,0.004632946569472551,0.005347593582887722,0.005347593582887722,0.0,0.00018733010801952332,0.0,0.0027326166164129972,higher_in_low_progress,0.009451813988262331,True,0.010826122106271357
13980,1113024.0,0.004632946569472551,0.005347593582887722,0.005347593582887722,0.0,0.00018940352310892195,0.0,0.002599746221676469,higher_in_low_progress,0.009451813988262331,True,0.010826122106271357
10965,1113024.0,0.004632946569472551,0.005347593582887722,0.005347593582887722,0.0,0.00011276804434601218,0.0,0.0015503910835832357,higher_in_low_progress,0.009451813988262331,True,0.010826122106271357
9560,1110748.0,0.020836470648646355,0.007381537933598303,0.007381537933598303,9.924865298671648e-05,0.00034128845436498523,0.001580437645316124,0.0032169653568416834,higher_in_low_progress,0.036595145929135195,True,0.010604144052404719
12308,1127254.0,0.021053854376077652,-0.007369026852354965,0.007369026852354965,0.00036435562651604414,0.00010297971311956644,0.0036186641082167625,0.0016446729423478246,higher_in_high_progress,0.036873649982683485,True,0.010561907333208043
414,1109318.0,0.03684066981077194,0.008659455517744274,0.008659455517744274,0.0002403731778031215,0.00043194371392019093,0.002680201316252351,0.003332400694489479,higher_in_low_progress,0.06031096598264754,False,0.010561104123725152
1509,1129420.0,0.04717884585261345,-0.009304669850438874,0.009304669850438874,0.0005897959345020354,0.0003838726261164993,0.0040579140186309814,0.0036413033958524466,higher_in_high_progress,0.07346308696089893,False,0.010550851972002985
10033,1130293.0,0.06237868219614029,-0.010084825130830088,0.010084825130830088,0.0010741034056991339,0.0005739319021813571,0.007499379105865955,0.004609476309269667,higher_in_high_progress,0.09447206216661827,False,0.010333886069752241
7794,1127295.0,0.02611083723604679,-0.007405666447424908,0.007405666447424908,0.0008125447202473879,0.00010011038102675229,0.009547347202897072,0.001477090991102159,higher_in_high_progress,0.044207457102613874,True,0.010031008275439514
10136,1128665.0,0.042385075241327286,-0.00862996511195635,0.00862996511195635,0.0006911089876666665,0.0004613080818671733,0.006012247409671545,0.005215074401348829,higher_in_high_progress,0.06890780166718809,False,0.01002570322021473
10576,1111511.0,0.017838554456830025,0.0066996840058337614,0.0066996840058337614,7.678945257794112e-05,0.0003647817939054221,0.0014960499247536063,0.003910137806087732,higher_in_low_progress,0.03207870070104902,True,0.010007875617353695
5315,1111522.0,0.01800689287483692,0.006689853870571083,0.006689853870571083,5.855231938767247e-05,0.00023219222202897072,0.001142893685027957,0.002476150868460536,higher_in_low_progress,0.03235049235679871,True,0.00996867906367139
13913,1127250.0,0.026933610439300537,-0.007365452257714011,0.007365452257714011,0.0004549967707134783,0.0001500843500252813,0.004348136484622955,0.002255799015983939,higher_in_high_progress,0.045559461543457115,True,0.009880175407237346
3595,1112265.0,0.012242535129189491,0.00602587291601131,0.00602587291601131,2.2704780349158682e-05,0.00025434792041778564,0.0006213440210558474,0.0030355858616530895,higher_in_low_progress,0.023005203374630804,True,0.009871427874659267
10956,1125744.0,0.012332849204540253,-0.0060196173753896964,0.0060196173753896964,0.0002556759864091873,3.197506157448515e-05,0.0031600643415004015,0.0008740912307985127,higher_in_high_progress,0.023151785782175863,True,0.00984457558763625
2490,1109969.5,0.03718920424580574,0.00807724341559668,0.00807724341559668,0.00019563184469006956,0.0004931123112328351,0.0022899711038917303,0.00406667310744524,higher_in_low_progress,0.06082860277074834,False,0.009821056936488829
9729,1112281.0,0.012449837289750576,0.006011574537447495,0.006011574537447495,4.060156425111927e-05,0.00020653451792895794,0.0011103973956778646,0.002472838619723916,higher_in_low_progress,0.02334809964309156,True,0.009809377505148072
13236,1110835.0,0.028238631784915924,0.007303790500157281,0.007303790500157281,0.0002256035222671926,0.00031976931495592,0.0034214481711387634,0.002999629359692335,higher_in_low_progress,0.04768120860630777,True,0.009653074761877134
8996,1127251.0,0.03317737206816673,-0.007366345906374194,0.007366345906374194,0.0005080429255031049,0.00018922019808087498,0.004639812745153904,0.0026309301611036062,higher_in_high_progress,0.055374123212264086,False,0.009257236347409189
6031,1126515.5,0.024367380887269974,-0.006709067316766237,0.006709067316766237,0.0002649356028996408,6.374289660016075e-05,0.002714144764468074,0.001116860075853765,higher_in_high_progress,0.04243985504532854,True,0.009206357333165978
13603,1106811.0,0.10377804934978485,0.01089983270897077,0.01089983270897077,0.0006737394141964614,0.0009318973170593381,0.003938343841582537,0.004592384677380323,higher_in_low_progress,0.14524293960338192,False,0.009133023997815157
13905,1113021.5,0.011261233128607273,0.00534982770453829,0.00534982770453829,1.473281008657068e-05,0.0001789205998647958,0.0005696474108844995,0.0023794628214091063,higher_in_low_progress,0.021310240960674326,True,0.008941764295072931
1277,1113022.5,0.011274849995970726,0.005348934055878107,0.005348934055878107,1.489629994466668e-05,0.00016481535567436367,0.0005759688792750239,0.002154265297576785,higher_in_low_progress,0.02131456567077481,True,0.00893979925489651
13870,1113025.5,0.011315781623125076,0.0053462531098973365,0.0053462531098973365,2.3220920411404222e-05,0.00017497742373961955,0.0008978424011729658,0.0023546582087874413,higher_in_low_progress,0.021370467101504285,True,0.008929237017542748
1589,1113026.5,0.01132945716381073,0.0053453594612370425,0.0053453594612370425,3.076121356571093e-05,0.0002530825440771878,0.0011893894989043474,0.0033039075788110495,higher_in_low_progress,0.021374833425404197,True,0.008927270195561299
16031,1103296.0,0.18309003114700317,0.014041007749721168,0.014041007749721168,0.002818000502884388,0.003801277605816722,0.009683306328952312,0.01217170711606741,higher_in_low_progress,0.23380335952987982,False,0.008861971548875282
10959,1125757.0,0.019545935094356537,-0.006031234807972741,0.006031234807972741,0.00030920334393158555,4.053906741319224e-05,0.003524485742673278,0.000907715002540499,higher_in_high_progress,0.03462425909810147,True,0.008809339236019318
3070,1127924.5,0.051694922149181366,-0.007968218279047257,0.007968218279047257,0.0005728945252485573,0.00046907580690458417,0.004876093473285437,0.005722701083868742,higher_in_high_progress,0.07989987556500423,False,0.008744752202884577
2746,1125737.0,0.019910404458642006,-0.006013361834767972,0.006013361834767972,0.00018859795818571,4.4095773773733526e-05,0.0021494869142770767,0.000984242302365601,higher_in_high_progress,0.03523186339294978,True,0.008737801926000086
15759,1125735.0,0.01994718238711357,-0.006011574537447384,0.006011574537447384,0.00025965640088543296,6.247126293601468e-05,0.0028902615886181593,0.001415748381987214,higher_in_high_progress,0.03526376886293292,True,0.00873284164053709
3912,1112283.0,0.019984006881713867,0.006009787240127018,0.006009787240127018,6.625685637118295e-05,0.00024316464259754866,0.001478138961829245,0.0027389416936784983,higher_in_low_progress,0.0352956966615059,True,0.008727883245723267
810,1112292.0,0.020150482654571533,0.0060017444021848165,0.0060017444021848165,6.945574568817392e-05,0.0001996331848204136,0.0015569868264719844,0.002264975802972913,higher_in_low_progress,0.0355563394683387,True,0.008697025520056348
4015,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00011712421110132709,0.0,0.0017276706639677286,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
6815,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00018990029639098793,0.0,0.002804062096402049,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
14296,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00012448661436792463,0.0,0.0018226610263809562,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
8295,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00013976733316667378,0.0,0.0020488575100898743,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
9255,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.00010671231575543061,0.0,0.0015604025684297085,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
3741,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.000167315432918258,0.0,0.002469001105055213,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
1733,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00017233109974768013,0.0,0.0025183779653161764,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
15603,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00013669562758877873,0.0,0.002029701601713896,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
4979,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.0004271831421647221,0.0,0.006920801475644112,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
4925,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,9.538259473629296e-05,0.0,0.0013985023833811283,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
6364,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.000281458196695894,0.0,0.004298798739910126,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
11844,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.0001514309406047687,0.0,0.0022864751517772675,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
536,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.00015508676005993038,0.0,0.0023322484921664,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
6850,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00011793259182013571,0.0,0.0017278068698942661,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
15120,1113772.0,0.008093047887086868,0.004679144385026701,0.004679144385026701,0.0,0.00011966070451308042,0.0,0.0017735325964167714,higher_in_low_progress,0.015454845762041014,True,0.008473627856677822
4852,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00018877604452427477,0.0,0.0029574900399893522,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
2535,1124244.0,0.008093047887086868,-0.004679144385026701,0.004679144385026701,0.00014472856128122658,0.0,0.002134252805262804,0.0,higher_in_high_progress,0.015454845762041014,True,0.008473627856677822
