feature_idx,mean_low,mean_high,activation_rate_low,activation_rate_high,direction,strongest_telemetry_correlation,abs_spearman,peak_phase_proxy,phase_delta,cautious_label
10609,0.0012652094184575358,0.011282430926865721,0.0855614973262032,0.6524064171122995,higher_in_high_progress,eef_max_velocity_proxy,0.05333529054723788,safety_active,0.0070885656376872,active submitted top progress feature
11471,0.0007553228319069727,0.009252140228761039,0.0748663101604278,0.6684491978609626,higher_in_high_progress,eef_max_velocity_proxy,0.08385732946739534,safety_active,0.0059145314305343,active submitted top progress feature
1972,0.0008266499529986097,0.00894449008778133,0.08021390374331551,0.6256684491978609,higher_in_high_progress,eef_max_velocity_proxy,0.06268328916575125,safety_active,0.0058183036094328,active submitted top progress feature
9215,0.002109992591773758,0.014447520218072376,0.09090909090909091,0.6631016042780749,higher_in_high_progress,eef_max_velocity_proxy,0.1007011959982129,safety_active,0.0103193870108205,active submitted top progress feature
11070,0.001618000225507634,0.008838456151459116,0.0962566844919786,0.6684491978609626,higher_in_high_progress,eef_max_velocity_proxy,0.049002075520261784,safety_active,0.0062149655404207,active submitted top progress feature
3154,0.012406112146837718,0.0002127733519848647,0.6577540106951871,0.03208556149732621,higher_in_low_progress,eef_max_velocity_proxy,0.04027665502246576,safety_active,0.0063789029688698,active submitted top progress feature
11183,0.0014941907216381315,0.007229206167201272,0.21390374331550802,0.7165775401069518,higher_in_high_progress,eef_max_velocity_proxy,0.02082102398991733,safety_onset_window,-0.0038079869489074,active submitted top progress feature
9998,0.010496913358310137,0.00026112531540905187,0.6737967914438503,0.0427807486631016,higher_in_low_progress,eef_max_velocity_proxy,0.06686088480245386,contact_force_high,0.0054248269716705,active submitted top progress feature
