episode_id,suite,success,reward_positive,object_lift,semantic_any,first_success_stage,reward_sum,eef_displacement,eef_path_length,object_motion,f10609,f11471,f1972,f9215,f11070,f3154,f11183,f9998,f15966,f1528,f5981,f15118,f14915,f1457,f8150,f13328,f15790,f15872,f3212,f15030
chunk_03_rollout_000086,object,0,0,1,1,,0.0,0.3117619752883911,1.5888220071792603,0.2650270462036133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000087,goal,1,1,0,1,1.0,1.0,0.2864740192890167,0.6217493414878845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000088,goal,1,1,0,1,1.0,1.0,0.2746681272983551,0.5776328444480896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000089,object,0,0,0,0,,0.0,0.30985698103904724,0.9065942764282227,0.009128289297223091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000090,spatial,1,1,1,1,1.0,1.0,0.41331321001052856,0.7448119521141052,0.23113271594047546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000091,goal,0,0,0,0,,0.0,0.28359588980674744,0.4610989987850189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000092,goal,1,1,0,1,1.0,1.0,0.2955291271209717,0.66704261302948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000093,spatial,1,1,1,1,1.0,1.0,0.4105748236179352,1.03976571559906,0.2962680160999298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000094,spatial,1,1,1,1,1.0,1.0,0.36678820848464966,0.7361229658126831,0.12357503175735474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk_03_rollout_000095,long,0,0,0,0,,0.0,0.3292129337787628,1.193748116493225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
