feature_set,suite,task_idx,n,baseline_success_rate,clamped_success_rate,success_delta,baseline_any_violation_rate,clamped_any_violation_rate,any_violation_delta,mean_action_delta_active_l2,mean_action_delta_active_translation_l2,mean_action_delta_active_rotation_l2,mean_action_delta_active_gripper_abs,success_delta_ci95_low,success_delta_ci95_high,any_violation_delta_ci95_low,any_violation_delta_ci95_high,action_delta_active_mean_l2_ci95_low,action_delta_active_mean_l2_ci95_high
top20_class_mean_0p5,spatial,1,24,1.0,1.0,0.0,1.0,1.0,0.0,0.2834629068771998,0.24507726232210794,0.05888150228808323,0.028455283492803574,0.0,0.0,0.0,0.0,0.2776772677898407,0.2892485558986664
top20_class_mean_1p5,spatial,1,24,1.0,1.0,0.0,1.0,0.4166666666666667,-0.5833333333333334,0.26648759841918945,0.23918852458397546,0.05329464996854464,0.024384738722195227,0.0,0.0,-0.7916666865348816,-0.375,0.2650364339351654,0.2679387331008911
