dictionary,feature_idx,u_statistic,p_value,effect_size,abs_effect_size,mean_low_progress,mean_high_progress,freq_low_progress,freq_high_progress,direction,adjusted_p,significant,composite_score
16K_d16384_k32,1528,8205.0,3.3349172728103346e-25,0.5307272155337585,0.5307272155337585,0.0008775470196269453,0.006074793171137571,0.09090909090909091,0.6203208556149733,higher_in_high_progress,4.8253687616586453e-23,True,11.843957713841956
16K_d16384_k32,8150,26247.5,2.5812998433343445e-26,-0.5011867654208013,0.5011867654208013,0.005728685762733221,0.00025775772519409657,0.5240641711229946,0.03208556149732621,higher_in_low_progress,4.855425005311902e-24,True,11.684554354029988
16K_d16384_k32,3099,8115.0,3.932804267085075e-24,0.535874631816752,0.535874631816752,0.0010184631682932377,0.006254222709685564,0.13903743315508021,0.6577540106951871,higher_in_high_progress,4.623503016491891e-22,True,11.432900732306917
16K_d16384_k32,11347,8245.0,3.3143450526536215e-24,0.5284394749635392,0.5284394749635392,0.0011438122019171715,0.007581023499369621,0.12299465240641712,0.6310160427807486,higher_in_high_progress,4.1561886960276416e-22,True,11.298725452515626
16K_d16384_k32,9794,7472.5,3.286393435096841e-22,0.5726214647259,0.5726214647259,0.0033268919214606285,0.00855592917650938,0.5668449197860963,0.8609625668449198,higher_in_high_progress,2.687698283224851e-20,True,11.206556795721704
16K_d16384_k32,14525,8632.0,4.9125410699354436e-24,0.5063055849466671,0.5063055849466671,0.0007443084614351392,0.006255771964788437,0.08021390374331551,0.5828877005347594,higher_in_high_progress,5.435582207381511e-22,True,10.76646367810128
16K_d16384_k32,15872,8706.0,5.2132010806432506e-24,0.5020732648917613,0.5020732648917613,0.00047950961743481457,0.005843031220138073,0.08021390374331551,0.5668449197860963,higher_in_high_progress,5.447795129272197e-22,True,10.67597506342069
16K_d16384_k32,16041,7664.5,5.634163636466566e-21,0.5616403099888473,0.5616403099888473,0.007491135969758034,0.012945558875799179,0.8663101604278075,0.9572192513368984,higher_in_high_progress,3.7849506429262897e-19,True,10.346503968342002
16K_d16384_k32,10555,8719.5,5.903780334033544e-23,0.5013011524493123,0.5013011524493123,0.0010426740627735853,0.006044937297701836,0.0962566844919786,0.5989304812834224,higher_in_high_progress,5.552505404158548e-21,True,10.154111012806792
16K_d16384_k32,7307,8702.0,2.9741297819292437e-21,0.5023020389487832,0.5023020389487832,0.0006723538390360773,0.0028518037870526314,0.16042780748663102,0.6470588235294118,higher_in_high_progress,2.0719770814107063e-19,True,9.384817935918443
