target,feature_idx,u_statistic,p_value,effect_size,abs_effect_size,mean_low_burden,mean_high_burden,freq_low_burden,freq_high_burden,direction,adjusted_p,significant,composite_score
total_burden_rate_within_suite_q25_q75,678,16458.5,0.17966953962544197,0.07847144456886901,0.07847144456886901,0.010876023210585117,0.011916927061975002,0.6117021276595744,0.7421052631578947,higher_in_high_burden,0.42421861141663375,False,0.029223572795656138
total_burden_rate_within_suite_q25_q75,6001,18530.0,0.016994832782119676,-0.03751399776035824,0.03751399776035824,0.00020504798158071935,2.179847979277838e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.16898490192651877,False,0.02896651199982257
total_burden_rate_within_suite_q25_q75,8449,18530.0,0.016994832782119676,-0.03751399776035824,0.03751399776035824,0.00029973112395964563,1.866345883172471e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.16898490192651877,False,0.02896651199982257
total_burden_rate_within_suite_q25_q75,3007,18530.0,0.016994832782119676,-0.03751399776035824,0.03751399776035824,0.00023523642448708415,1.925139622471761e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.16898490192651877,False,0.02896651199982257
total_burden_rate_within_suite_q25_q75,14284,18530.0,0.016994832782119676,-0.03751399776035824,0.03751399776035824,0.00021442334400489926,2.027695154538378e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.16898490192651877,False,0.02896651199982257
total_burden_rate_within_suite_q25_q75,7127,18627.5,0.02730670795430723,-0.04297312430011191,0.04297312430011191,0.0008070329204201698,0.00013050057168584317,0.05851063829787234,0.015789473684210527,higher_in_low_burden,0.2130603458712406,False,0.0288563400471657
total_burden_rate_within_suite_q25_q75,1787,18528.0,0.017327238422161727,-0.037402015677491685,0.037402015677491685,0.0002546568284742534,2.3730643079034053e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.1707414392835487,False,0.028712071074663635
total_burden_rate_within_suite_q25_q75,7490,18526.0,0.01766533227002539,-0.037290033594624905,0.037290033594624905,0.00017828358977567405,2.3052800315781496e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.17252223163488048,False,0.028458073079780412
total_burden_rate_within_suite_q25_q75,15199,18526.0,0.01766533227002539,-0.037290033594624905,0.037290033594624905,0.000498879817314446,3.8162554119480774e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.17252223163488048,False,0.028458073079780412
total_burden_rate_within_suite_q25_q75,2412,18525.0,0.017836537196791503,-0.037234042553191404,0.037234042553191404,0.0001879516348708421,2.3417607735609636e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.17265610509476984,False,0.02840280012326069
total_burden_rate_within_suite_q25_q75,1887,18524.0,0.018009194181729127,-0.037178051511758126,0.037178051511758126,0.00026661812444217503,3.786450542975217e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.17356113513600488,False,0.028275674806253846
total_burden_rate_within_suite_q25_q75,889,18748.0,0.043722322236742835,-0.04972004479283321,0.04972004479283321,0.0005937631358392537,0.00016224962018895894,0.0851063829787234,0.03684210526315789,higher_in_low_burden,0.2704593645717122,False,0.028235912836781667
total_burden_rate_within_suite_q25_q75,1050,17096.5,0.028120950859719766,0.04274916013437846,0.04274916013437846,5.9506786783458665e-05,0.00045632143155671656,0.015957446808510637,0.05789473684210526,higher_in_high_burden,0.21863540695012618,False,0.028226394283848814
total_burden_rate_within_suite_q25_q75,11579,18523.0,0.018183313327302886,-0.03712206047032485,0.03712206047032485,0.00017983416910283267,2.0841818695771508e-05,0.0425531914893617,0.005263157894736842,higher_in_low_burden,0.17447227339217322,False,0.028148677689494576
total_burden_rate_within_suite_q25_q75,12173,18734.0,0.03829282453451992,-0.04893617021276597,0.04893617021276597,0.0004788237565662712,0.0001814239949453622,0.0797872340425532,0.031578947368421054,higher_in_low_burden,0.2673790375539329,False,0.028034193232304654
total_burden_rate_within_suite_q25_q75,7243,17098.5,0.028535861016805816,0.04263717805151179,0.04263717805151179,6.015817780280486e-05,0.0002585920738056302,0.015957446808510637,0.05789473684210526,higher_in_high_burden,0.22146858505963454,False,0.027914043238815633
total_burden_rate_within_suite_q25_q75,3121,17199.0,0.018535978751381715,0.037010078387457956,0.037010078387457956,2.0912477339152247e-05,0.00020403825328685343,0.005319148936170213,0.042105263157894736,higher_in_high_burden,0.17631294322084343,False,0.027895081015903957
total_burden_rate_within_suite_q25_q75,5352,17199.0,0.018535978751381715,0.037010078387457956,0.037010078387457956,1.945365329447668e-05,0.00017287406080868095,0.005319148936170213,0.042105263157894736,higher_in_high_burden,0.17631294322084343,False,0.027895081015903957
total_burden_rate_within_suite_q25_q75,6867,17200.0,0.018714545476036615,0.03695408734602468,0.03695408734602468,2.1733414541813545e-05,0.00020785706874448806,0.005319148936170213,0.042105263157894736,higher_in_high_burden,0.17762615132558562,False,0.027733787350989483
total_burden_rate_within_suite_q25_q75,2768,16538.0,0.20819965090010217,0.07402015677491602,0.07402015677491602,0.00993056409060955,0.010955482721328735,0.6861702127659575,0.7473684210526316,higher_in_high_burden,0.42421861141663375,False,0.027565867453340998
total_burden_rate_within_suite_q25_q75,13452,16729.5,0.08980794381996282,0.0632978723404255,0.0632978723404255,0.001010918989777565,0.0014973214128986,0.12234042553191489,0.18421052631578946,higher_in_high_burden,0.36804470434629627,False,0.027477570099603974
total_burden_rate_within_suite_q25_q75,6452,18648.0,0.03355092088868766,-0.04412094064949601,0.04412094064949601,0.0007621010881848633,7.659890252398327e-05,0.06382978723404255,0.021052631578947368,higher_in_low_burden,0.24118161983097608,False,0.027251554555874417
total_burden_rate_within_suite_q25_q75,15075,17204.0,0.019443946583667743,0.03673012318029112,0.03673012318029112,2.5964840460801497e-05,0.00027142136241309345,0.005319148936170213,0.042105263157894736,higher_in_high_burden,0.1829650338398778,False,0.027093310536806497
total_burden_rate_within_suite_q25_q75,6216,16908.0,0.05597705351886491,0.05330347144456882,0.05330347144456882,0.000287010392639786,0.0007660918054170907,0.05319148936170213,0.10526315789473684,higher_in_high_burden,0.31070807554458557,False,0.02705937183188454
total_burden_rate_within_suite_q25_q75,9346,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00016413605771958828,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,12429,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00017610944632906467,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,11587,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00015083230391610414,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,3525,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0001441715139662847,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,6502,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.000274037680355832,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,14663,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00018945863121189177,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,15748,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0001517498749308288,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,8513,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00019064906518906355,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,7384,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00018916520639322698,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,3704,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0001905363897094503,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,12563,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00022669586178380996,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,10196,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00011941105913138017,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,15938,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00018125724454876035,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,4968,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0002584741450846195,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,12023,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00011732988787116483,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,8273,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00018549025116954,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,1667,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0001352383114863187,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,2073,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0001856798626249656,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,13948,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0002077887620544061,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,2978,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00020217083510942757,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,7568,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.0001826511579565704,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,14942,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00015353845083154738,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,5498,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00021334650227800012,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,11227,18430.0,0.01326029709263285,-0.03191489361702127,0.03191489361702127,0.00017105085134971887,0.0,0.031914893617021274,0.0,higher_in_low_burden,0.14216724389045243,False,0.02703831242238062
total_burden_rate_within_suite_q25_q75,4050,17205.0,0.019630132494039547,0.03667413213885773,0.03667413213885773,2.1829986508237198e-05,0.00016401229368057102,0.005319148936170213,0.042105263157894736,higher_in_high_burden,0.18353546052529512,False,0.027002430529122608
total_burden_rate_within_suite_q25_q75,2954,17205.0,0.019630132494039547,0.03667413213885773,0.03667413213885773,2.419985321466811e-05,0.0002518575929570943,0.005319148936170213,0.042105263157894736,higher_in_high_burden,0.18353546052529512,False,0.027002430529122608
total_burden_rate_within_suite_q25_q75,6315,17205.0,0.019630132494039547,0.03667413213885773,0.03667413213885773,2.610214869491756e-05,0.00020897723152302206,0.005319148936170213,0.042105263157894736,higher_in_high_burden,0.18353546052529512,False,0.027002430529122608
total_burden_rate_within_suite_q25_q75,827,16584.0,0.13075094711607108,0.07144456886898098,0.07144456886898098,0.004356807097792625,0.005501422565430403,0.25,0.3157894736842105,higher_in_high_burden,0.4193104532023432,False,0.02696777494243913
total_burden_rate_within_suite_q25_q75,14898,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.0003063565818592906,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,9825,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.0001834097201935947,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,9898,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00022604645346291363,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,7695,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00032807636307552457,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,1274,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00011218596046091989,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,8240,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00014795993047300726,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,6842,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00010375074634794146,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,6938,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00016007074736990035,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,16158,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.0002498113317415118,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,11147,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00018360001558903605,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,12564,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00012847491598222405,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,1928,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00013442031922750175,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,4579,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.00019318061822559685,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,3539,17296.0,0.014261537684219856,0.03157894736842104,0.03157894736842104,0.0,0.000233378610573709,0.0,0.031578947368421054,higher_in_high_burden,0.14611411856379455,False,0.026378141604647142
total_burden_rate_within_suite_q25_q75,13476,18725.0,0.049474653003655854,-0.048432250839865576,0.048432250839865576,0.0004090196453034878,0.00021700172510463744,0.0851063829787234,0.03684210526315789,higher_in_low_burden,0.28743058434180385,False,0.026224466640694874
total_burden_rate_within_suite_q25_q75,401,18749.0,0.05216007503518133,-0.049776035834266485,0.049776035834266485,0.0005730040720663965,0.0001582061522640288,0.09042553191489362,0.042105263157894736,higher_in_low_burden,0.29976661733849297,False,0.026043654839528897
total_burden_rate_within_suite_q25_q75,3693,16653.0,0.10997222283030758,0.06758118701007843,0.06758118701007843,0.0020734393037855625,0.003656551707535982,0.18085106382978725,0.23684210526315788,higher_in_high_burden,0.4139297829278101,False,0.0258885499663102
total_burden_rate_within_suite_q25_q75,4881,17001.0,0.0510756110137433,0.04809630459126535,0.04809630459126535,0.0001680169370956719,0.00047447867109440267,0.03723404255319149,0.08421052631578947,higher_in_high_burden,0.2943055904011358,False,0.02554882858062479
total_burden_rate_within_suite_q25_q75,13864,16671.0,0.13722956481301898,0.06657334826427774,0.06657334826427774,0.0028555539902299643,0.003987380303442478,0.2127659574468085,0.2736842105263158,higher_in_high_burden,0.4193104532023432,False,0.025129063014545556
total_burden_rate_within_suite_q25_q75,6753,18821.0,0.06843380215449378,-0.053807390817469214,0.053807390817469214,0.0008097995887510478,0.00036350495065562427,0.11702127659574468,0.06315789473684211,higher_in_low_burden,0.3504359799607671,False,0.02450341821004109
total_burden_rate_within_suite_q25_q75,6317,19025.0,0.23174333590846363,-0.06522956326987672,0.06522956326987672,0.002917113248258829,0.0026532739866524935,0.48404255319148937,0.43157894736842106,higher_in_low_burden,0.42421861141663375,False,0.024292160047762638
total_burden_rate_within_suite_q25_q75,10652,16997.0,0.059431532967777444,0.04832026875699891,0.04832026875699891,0.00017711870896164328,0.0007473677978850901,0.0425531914893617,0.08947368421052632,higher_in_high_burden,0.3160204583934555,False,0.024173896054163594
total_burden_rate_within_suite_q25_q75,12332,18533.0,0.029672922653138138,-0.03768197088465852,0.03768197088465852,0.0009305801359005272,4.8979603889165446e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.2286366521884188,False,0.024148647333525813
total_burden_rate_within_suite_q25_q75,3695,16718.0,0.13048073555290843,0.06394176931690931,0.06394176931690931,0.002144570229575038,0.0039031619671732187,0.18085106382978725,0.23684210526315788,higher_in_high_burden,0.4193104532023432,False,0.024135735881085803
total_burden_rate_within_suite_q25_q75,13007,18532.0,0.029916376626009246,-0.03762597984322502,0.03762597984322502,0.0004324225301388651,4.1477716877125204e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.2286366521884188,False,0.02411276524239122
total_burden_rate_within_suite_q25_q75,14328,17102.0,0.04090819840753165,0.042441209406494984,0.042441209406494984,0.0001879828196251765,0.0005044150748290122,0.02127659574468085,0.06315789473684211,higher_in_high_burden,0.2704593645717122,False,0.024102276948514065
total_burden_rate_within_suite_q25_q75,7431,18531.0,0.030161545715902436,-0.03756998880179174,0.03756998880179174,0.00022155359329190105,3.7411435187095776e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.2286366521884188,False,0.024076883151256768
total_burden_rate_within_suite_q25_q75,15277,18531.0,0.030161545715902436,-0.03756998880179174,0.03756998880179174,0.0003406523901503533,4.144082049606368e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.2286366521884188,False,0.024076883151256768
total_burden_rate_within_suite_q25_q75,3210,18531.0,0.030161545715902436,-0.03756998880179174,0.03756998880179174,0.0006202695658430457,8.027289732126519e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.2286366521884188,False,0.024076883151256768
total_burden_rate_within_suite_q25_q75,9488,17103.0,0.041175313915421854,0.042385218365061594,0.042385218365061594,9.216833132086322e-05,0.00036215665750205517,0.02127659574468085,0.06315789473684211,higher_in_high_burden,0.2704593645717122,False,0.024070479749373534
total_burden_rate_within_suite_q25_q75,5575,16726.0,0.12540901901356416,0.0634938409854423,0.0634938409854423,0.0008417084463872015,0.001126254559494555,0.17553191489361702,0.22105263157894736,higher_in_high_burden,0.4193104532023432,False,0.023966658922199024
total_burden_rate_within_suite_q25_q75,15768,18529.0,0.0306570672842386,-0.03745800671892496,0.03745800671892496,0.00025516984169371426,4.551717211143114e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.23098151209860182,False,0.023839128766040718
total_burden_rate_within_suite_q25_q75,5280,16719.0,0.17091244961299534,0.06388577827547592,0.06388577827547592,0.006837419234216213,0.00791051983833313,0.2393617021276596,0.30526315789473685,higher_in_high_burden,0.42421861141663375,False,0.02379172069913924
total_burden_rate_within_suite_q25_q75,11058,16722.0,0.1660496891532568,0.06371780515117587,0.06371780515117587,0.004620265681296587,0.0063549368642270565,0.23404255319148937,0.2894736842105263,higher_in_high_burden,0.42421861141663375,False,0.023729165780561327
total_burden_rate_within_suite_q25_q75,7511,18528.0,0.030907438857968404,-0.037402015677491685,0.037402015677491685,0.0006415846291929483,8.113377407426015e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.2324684723708258,False,0.023699261297158034
total_burden_rate_within_suite_q25_q75,8257,18605.0,0.04449760962353199,-0.04171332586786125,0.04171332586786125,0.0002798288478516042,9.399931150255725e-05,0.06382978723404255,0.021052631578947368,higher_in_low_burden,0.2704593645717122,False,0.023688913359687355
total_burden_rate_within_suite_q25_q75,1986,18840.0,0.09097884622670194,-0.054871220604703286,0.054871220604703286,0.0010344191687181592,0.0006187778199091554,0.13829787234042554,0.08421052631578947,higher_in_low_burden,0.3714546002831359,False,0.023599796953110895
total_burden_rate_within_suite_q25_q75,5574,18526.0,0.031413451551504164,-0.037290033594624905,0.037290033594624905,0.00018529385852161795,4.09085514547769e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.23546664111683036,False,0.0234207741942132
total_burden_rate_within_suite_q25_q75,1995,16739.0,0.17704769092330563,0.06276595744680846,0.06276595744680846,0.00834882352501154,0.00926597137004137,0.23404255319148937,0.30526315789473685,higher_in_high_burden,0.42421861141663375,False,0.023374687908619688
total_burden_rate_within_suite_q25_q75,12580,18525.0,0.031669111949214075,-0.037234042553191404,0.037234042553191404,0.00018863027798943222,5.746179886045866e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.23577089286469222,False,0.02336472703622586
total_burden_rate_within_suite_q25_q75,13509,17196.0,0.03192655461656679,0.037178051511758126,0.037178051511758126,3.689165532705374e-05,0.0002960113051813096,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.2363150649896317,False,0.02329236868317731
total_burden_rate_within_suite_q25_q75,4118,18523.0,0.03218578926799204,-0.03712206047032485,0.03712206047032485,0.000220490139327012,4.8208927182713524e-05,0.047872340425531915,0.010526315789473684,higher_in_low_burden,0.2365624528755743,False,0.023240421325648703
total_burden_rate_within_suite_q25_q75,14711,17198.0,0.032446825647940165,0.037066069428891346,0.037066069428891346,4.157067451160401e-05,0.0002525448508094996,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.23721703267695995,False,0.023160886600350657
total_burden_rate_within_suite_q25_q75,7696,18909.0,0.10746301107211771,-0.058734602463605734,0.058734602463605734,0.0010313267121091485,0.0007089936989359558,0.17553191489361702,0.11578947368421053,higher_in_low_burden,0.4058788144282826,False,0.02300068276013996
total_burden_rate_within_suite_q25_q75,2944,17201.0,0.033240843051659606,0.03689809630459129,0.03689809630459129,4.539802102954127e-05,0.00024217010650318116,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.24013360260548167,False,0.022860107217156977
total_burden_rate_within_suite_q25_q75,7354,18940.0,0.1335899415423032,-0.06047032474804026,0.06047032474804026,0.002422698074951768,0.0016423746710643172,0.2127659574468085,0.15789473684210525,higher_in_low_burden,0.4193104532023432,False,0.022825389449713344
total_burden_rate_within_suite_q25_q75,216,18843.5,0.09654245019513549,-0.055067189249720094,0.055067189249720094,0.0009182142093777657,0.000533485843334347,0.14361702127659576,0.08947368421052632,higher_in_low_burden,0.38566034111920316,False,0.02278652861896779
total_burden_rate_within_suite_q25_q75,6586,17202.0,0.03350918438714149,0.0368421052631579,0.0368421052631579,4.650124174077064e-05,0.00023019705258775502,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.24118161983097608,False,0.02275573971797639
total_burden_rate_within_suite_q25_q75,3469,17203.0,0.03377937662020868,0.03678611422172451,0.03678611422172451,4.346595233073458e-05,0.00021461138385348022,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.24149053355146913,False,0.022700707001413908
total_burden_rate_within_suite_q25_q75,7727,17203.0,0.03377937662020868,0.03678611422172451,0.03678611422172451,6.442599260481074e-05,0.00033285075915046036,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.24149053355146913,False,0.022700707001413908
total_burden_rate_within_suite_q25_q75,15040,16791.0,0.14857544034213208,0.059854423292273196,0.059854423292273196,0.0008924406720325351,0.0012302424293011427,0.1702127659574468,0.22631578947368422,higher_in_high_burden,0.4193104532023432,False,0.022592908631244045
total_burden_rate_within_suite_q25_q75,84,18940.0,0.2750192711392785,-0.06047032474804026,0.06047032474804026,0.007322162389755249,0.005503595340996981,0.5053191489361702,0.47368421052631576,higher_in_low_burden,0.42421861141663375,False,0.02251977068805465
total_burden_rate_within_suite_q25_q75,10828,18619.5,0.0528010488209056,-0.04252519596864501,0.04252519596864501,0.0004297239356674254,0.00022008962696418166,0.06914893617021277,0.02631578947368421,higher_in_low_burden,0.30226187869408755,False,0.02209679870645035
total_burden_rate_within_suite_q25_q75,12261,16894.5,0.10280144162178421,0.05405935050391941,0.05405935050391941,0.0005973096122033894,0.0010878582252189517,0.09042553191489362,0.14210526315789473,higher_in_high_burden,0.3940422390834998,False,0.02186469471628677
total_burden_rate_within_suite_q25_q75,2379,17210.0,0.035723384546615576,0.03639417693169089,0.03639417693169089,5.276542651699856e-05,0.00020580868294928223,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.2514398735744932,False,0.021820705640068494
total_burden_rate_within_suite_q25_q75,10531,17103.5,0.05374449889917197,0.042357222844344955,0.042357222844344955,0.0001637221866985783,0.00045892479829490185,0.026595744680851064,0.06842105263157895,higher_in_high_burden,0.30580627036553487,False,0.021795062089188834
total_burden_rate_within_suite_q25_q75,3392,16826.0,0.2936298480974707,0.05789473684210522,0.05789473684210522,0.004923648666590452,0.005288101267069578,0.44148936170212766,0.5157894736842106,higher_in_high_burden,0.42421861141663375,False,0.021560595269859734
total_burden_rate_within_suite_q25_q75,2786,17212.0,0.03629604392783031,0.03628219484882422,0.03628219484882422,7.022290810709819e-05,0.00021312864555511624,0.010638297872340425,0.04736842105263158,higher_in_high_burden,0.2550611420248973,False,0.02152824712607659
total_burden_rate_within_suite_q25_q75,5593,18806.0,0.10276688727848096,-0.0529675251959687,0.0529675251959687,0.001108763157390058,0.0006971913971938193,0.13829787234042554,0.08421052631578947,higher_in_low_burden,0.3940422390834998,False,0.02142309808555908
total_burden_rate_within_suite_q25_q75,4886,17048.0,0.06517705103009329,0.04546472564389703,0.04546472564389703,0.00020445363770704716,0.00044046316179446876,0.03723404255319149,0.08421052631578947,higher_in_high_burden,0.3394315543550583,False,0.021334221899774693
total_burden_rate_within_suite_q25_q75,11830,18868.0,0.13040451597676078,-0.05643896976483753,0.05643896976483753,0.0012810261687263846,0.0008331799763254821,0.18085106382978725,0.12631578947368421,higher_in_low_burden,0.4193104532023432,False,0.02130369681973244
total_burden_rate_within_suite_q25_q75,12851,16933.5,0.10248686901738045,0.05187569988801788,0.05187569988801788,0.0004852395213674754,0.0007430649129673839,0.0797872340425532,0.13157894736842105,higher_in_high_burden,0.3935244488977349,False,0.021011125530941872
total_burden_rate_within_suite_q25_q75,708,17118.5,0.05867528408082373,0.04151735722284433,0.04151735722284433,0.00012121626059524715,0.00028198366635479033,0.026595744680851064,0.06842105263157895,higher_in_high_burden,0.31338747953034357,False,0.020921358499835264
total_burden_rate_within_suite_q25_q75,13063,18675.5,0.0802994779618783,-0.04566069428891373,0.04566069428891373,0.0006189551786519587,0.0001865825615823269,0.09042553191489362,0.04736842105263158,higher_in_low_burden,0.3504359799607671,False,0.02079348340300571
