target,feature_idx,u_statistic,p_value,effect_size,abs_effect_size,mean_low_burden,mean_high_burden,freq_low_burden,freq_high_burden,direction,adjusted_p,significant,composite_score
total_burden_rate_within_suite_q25_q75,6564,20437.0,1.4676182517053344e-07,-0.14428891377379616,0.14428891377379616,0.0035859746858477592,2.142023731721565e-05,0.14893617021276595,0.005263157894736842,higher_in_low_burden,5.0052000689986243e-05,True,0.6205258087499593
total_burden_rate_within_suite_q25_q75,10472,20547.5,3.4428115342812164e-07,-0.15047592385218356,0.15047592385218356,0.004983808379620314,0.00011383155651856214,0.16489361702127658,0.015789473684210527,higher_in_low_burden,0.00010064485718548756,True,0.6014836286347848
total_burden_rate_within_suite_q25_q75,10767,20539.5,3.7296768076446363e-07,-0.15002799552071666,0.15002799552071666,0.004942640196532011,0.00024566735373809934,0.16489361702127658,0.015789473684210527,higher_in_low_burden,0.00010221645500951082,True,0.5986835932894468
total_burden_rate_within_suite_q25_q75,1021,15314.0,4.73704822683303e-07,0.14255319148936174,0.14255319148936174,5.6221982958959416e-05,0.0010385147761553526,0.010638297872340425,0.15263157894736842,higher_in_high_burden,0.00012218797926272256,True,0.5578065780223692
total_burden_rate_within_suite_q25_q75,6629,14437.5,1.1428336588995216e-05,0.19162933930571113,0.19162933930571113,0.0010292695369571447,0.004550606478005648,0.14361702127659576,0.3105263157894737,higher_in_high_burden,0.0012528313985686005,True,0.5561289180652303
total_burden_rate_within_suite_q25_q75,2147,14865.0,3.0081238185204004e-06,0.16769316909294518,0.16769316909294518,0.00030741645605303347,0.001510741887614131,0.05851063829787234,0.22105263157894736,higher_in_high_burden,0.0005073316517004598,True,0.5525000327691556
total_burden_rate_within_suite_q25_q75,11767,14879.0,3.9964148215847634e-06,0.16690929451287795,0.16690929451287795,0.0005188516224734485,0.004606212023645639,0.06382978723404255,0.22105263157894736,higher_in_high_burden,0.0006042854825051443,True,0.5372406001516336
total_burden_rate_within_suite_q25_q75,7671,20449.0,1.2564755558736818e-06,-0.1449608062709966,0.1449608062709966,0.0015609737019985914,0.000145641082781367,0.16489361702127658,0.021052631578947368,higher_in_low_burden,0.0002504384232957316,True,0.5220472123307829
total_burden_rate_within_suite_q25_q75,12326,15063.0,2.8499918476771554e-06,0.1566069428891378,0.1566069428891378,0.0002694588911253959,0.0019315951503813267,0.0425531914893617,0.19473684210526315,higher_in_high_burden,0.000499888570082573,True,0.5169793751798424
total_burden_rate_within_suite_q25_q75,2719,20351.5,1.1869333357115394e-06,-0.13950167973124294,0.13950167973124294,0.0046950094401836395,0.0002134997193934396,0.15425531914893617,0.015789473684210527,higher_in_low_burden,0.0002478429846235762,True,0.5030184168743302
total_burden_rate_within_suite_q25_q75,10856,20262.0,9.606064575879908e-07,-0.1344904815229564,0.1344904815229564,0.0009302790276706219,4.2820607632165775e-05,0.14361702127659576,0.010526315789473684,higher_in_low_burden,0.00021061296582616698,True,0.49445625870882437
total_burden_rate_within_suite_q25_q75,15959,20453.0,3.7724511817296767e-06,-0.14518477043673017,0.14518477043673017,0.002262893132865429,0.00028720524278469384,0.17553191489361702,0.031578947368421054,higher_in_low_burden,0.0005907928011387369,True,0.4687384400893964
