feature_set,is_random_control,suite,task_idx,condition,plan_index,baseline_success,clamped_success,baseline_any_violation,clamped_any_violation,baseline_collision,clamped_collision,action_delta_active_mean_l2,action_delta_active_translation_mean_l2,action_delta_active_rotation_mean_l2,action_delta_active_gripper_mean_abs,action_delta_active_fraction,success_delta,any_violation_delta,collision_delta
goal1_top13_midmean_start20_n64,False,goal,1,clean,8,1,1,1,1,1,1,0.18816715478897095,0.15219417214393616,0.03875374794006348,0.032786883413791656,0.7530864197530864,0,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,9,0,1,1,1,1,1,0.18240216374397278,0.1273789256811142,0.022010622546076775,0.05882352963089943,0.7727272727272727,1,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,10,1,1,1,0,1,0,0.2173120677471161,0.18456032872200012,0.046515751630067825,0.027397260069847107,0.7849462365591398,0,-1,-1
goal1_top13_midmean_start20_n64,False,goal,1,clean,11,0,1,1,1,1,1,0.18240216374397278,0.1273789256811142,0.022010622546076775,0.05882352963089943,0.7727272727272727,1,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,12,0,1,1,1,1,1,0.18240216374397278,0.1273789256811142,0.022010622546076775,0.05882352963089943,0.7727272727272727,1,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,13,1,1,1,1,1,1,0.1802515834569931,0.17143429815769196,0.03573582321405411,0.0,0.7590361445783133,0,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,14,1,1,1,0,1,0,0.2173120677471161,0.18456032872200012,0.046515751630067825,0.027397260069847107,0.7849462365591398,0,-1,-1
goal1_top13_midmean_start20_n64,False,goal,1,clean,15,1,1,1,1,1,1,0.18816715478897095,0.15219417214393616,0.03875374794006348,0.032786883413791656,0.7530864197530864,0,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,16,1,1,1,1,1,1,0.1802515834569931,0.17143429815769196,0.03573582321405411,0.0,0.7590361445783133,0,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,17,0,1,1,1,1,1,0.18240216374397278,0.1273789256811142,0.022010622546076775,0.05882352963089943,0.7727272727272727,1,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,18,1,1,1,1,1,1,0.18816715478897095,0.15219417214393616,0.03875374794006348,0.032786883413791656,0.7530864197530864,0,0,0
goal1_top13_midmean_start20_n64,False,goal,1,clean,19,1,1,1,0,1,0,0.2173120677471161,0.18456032872200012,0.046515751630067825,0.027397260069847107,0.7849462365591398,0,-1,-1
