feature_set,is_random_control,n,baseline_success_rate,clamped_success_rate,success_delta,baseline_any_violation_rate,clamped_any_violation_rate,any_violation_delta,mean_action_delta_active_l2,mean_action_delta_active_translation_l2,mean_action_delta_active_rotation_l2,mean_action_delta_active_gripper_abs,success_delta_ci95_low,success_delta_ci95_high,any_violation_delta_ci95_low,any_violation_delta_ci95_high,action_delta_active_mean_l2_ci95_low,action_delta_active_mean_l2_ci95_high,success_wilcoxon_p,any_violation_wilcoxon_p,result_file
random20_high_class_mean_00,True,24,0.4583333333333333,0.5833333333333334,0.125,1.0,1.0,0.0,0.526923660809795,0.33921945343414944,0.06348284993631144,0.22045640693977475,0.0,0.25,0.0,0.0,0.40446317195892334,0.6650431752204895,0.0832645166635504,,logs/openvla_class_mean_intervention_failure_targeted_n24/final/class_mean_intervention_failure_targeted_n24_random20_high_class_mean_00_random20_high_class_mean_00.json
random20_high_class_mean_01,True,24,0.25,0.8333333333333334,0.5833333333333334,1.0,1.0,0.0,0.5902859196066856,0.3808678699036439,0.06485896650701761,0.26538097974844277,0.375,0.7916666865348816,0.0,0.0,0.4834895730018616,0.7020737528800964,0.0001828106329818348,,logs/openvla_class_mean_intervention_failure_targeted_n24/final/class_mean_intervention_failure_targeted_n24_random20_high_class_mean_01_random20_high_class_mean_01.json
random20_high_class_mean_02,True,24,0.25,0.75,0.5,1.0,1.0,0.0,0.5448008961975574,0.37979218115409213,0.06933125682796042,0.19940718232343593,0.2916666567325592,0.7083333134651184,0.0,0.0,0.43888840079307556,0.6550111174583435,0.0005320055051392492,,logs/openvla_class_mean_intervention_failure_targeted_n24/final/class_mean_intervention_failure_targeted_n24_random20_high_class_mean_02_random20_high_class_mean_02.json
top20_high_class_mean,False,24,0.4583333333333333,0.75,0.2916666666666667,1.0,0.7916666666666666,-0.20833333333333334,0.5178199373185635,0.3789554809530576,0.06380446472515662,0.1707446052071949,0.125,0.4583333432674408,-0.375,-0.0416666679084301,0.41649508476257324,0.6188498735427856,0.0081509715935027,0.025347318677468252,logs/openvla_class_mean_intervention_failure_targeted_n24/final/class_mean_intervention_failure_targeted_n24_top20_high_class_mean_top20_high_class_mean.json
