feature_set,rank,feature_idx,feature_value,default_scale,selection_strategy,intervention_direction,is_random_control,trigger_mode,trigger_start_step,trigger_latch,allowed_task_specs,condition_names
submitted_high13_goal1_clean_lowmean_n96_random00,0,5982,0.003935786382479447,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,1,11347,0.0011438121433982342,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,2,3099,0.0010184631023037961,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,3,7505,0.003322124697845708,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,4,13149,0.006307082126205908,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,5,10555,0.0010426741250277643,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,6,7052,0.003487657679663202,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,7,15394,0.001390545249214377,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,8,14525,0.0007443084657929278,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,9,2030,0.0006746102185461631,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,10,6170,0.002721099418284163,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,11,16035,0.005089977636614558,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
submitted_high13_goal1_clean_lowmean_n96_random00,12,10462,0.0008694021788271288,1.0,closed_loop_necessity_matched_random,set_high_progress_features_to_lowmean,1,always,0,1,goal:1,clean
