feature_idx,feature_col,p_value,effect_size,abs_effect_size,mean_low_progress,mean_high_progress,direction,in_submitted_top20,adjusted_p,significant
11738,f11738,1.606638772567432e-27,1.117576604196705,1.117576604196705,0.001503785911135053,0.011703234614229712,higher_in_high_progress,False,2.990356415441133e-25,True
3236,f3236,3.431870411081417e-27,1.30513819278256,1.30513819278256,0.0005821262020617681,0.003917886513939216,higher_in_high_progress,False,6.132066050520277e-25,True
13678,f13678,3.892628942595978e-27,1.0946038073949218,1.0946038073949218,0.0009309609440412903,0.009310511841210806,higher_in_high_progress,False,6.687835956375475e-25,True
4867,f4867,6.0011591383155636e-27,1.1879205584219412,1.1879205584219412,0.0014758598693507751,0.011536409845575659,higher_in_high_progress,False,9.928584396613193e-25,True
6638,f6638,9.007700065590812e-26,1.3528895617392005,1.3528895617392005,0.0004926792276587207,0.0034331313527605012,higher_in_high_progress,False,1.4370498640355055e-23,True
7083,f7083,2.7080203590195115e-25,1.0135251625424764,1.0135251625424764,0.0003781005333950521,0.0061828922728036665,higher_in_high_progress,False,4.1712851530138475e-23,True
2830,f2830,1.4532300758941567e-24,1.0255125091601667,1.0255125091601667,0.000974895176230031,0.00433293450128363,higher_in_high_progress,False,2.1638595830063993e-22,True
13576,f13576,2.48782667700821e-24,1.2515099765512276,1.2515099765512276,0.0006760828632940579,0.00395309009113683,higher_in_high_progress,False,3.5848779890953784e-22,True
13874,f13874,5.397367942755617e-24,1.2729683529284994,1.2729683529284994,0.00047735413883198035,0.0033055707401139956,higher_in_high_progress,False,7.534388312590419e-22,True
7060,f7060,2.4833435759405313e-23,1.1435893637065606,1.1435893637065606,0.0006324701875626527,0.004007878438371424,higher_in_high_progress,False,3.361544167795865e-21,True
