trial,n,top20_auroc,top20_pr_auc,welch_fdr_significant_count,max_abs_train_effect,selected_features
121,376,0.7492785196921684,0.7424439634162093,319,0.01858213105476756,"f1369,f6638,f3236,f9712,f3504,f1215,f4135,f13576,f15198,f13874,f11836,f665,f11644,f11058,f4932,f5678,f12441,f4867,f2830,f827"
122,376,0.7555737890448168,0.7884694849750639,351,0.018475307741182577,"f1369,f6638,f4135,f9712,f3504,f1215,f13576,f3236,f11836,f13874,f665,f4932,f827,f15198,f12441,f5678,f11644,f11058,f1219,f13316"
123,376,0.7716868492530558,0.7783379459337603,356,0.01811565147177809,"f6638,f1369,f3236,f665,f4135,f13576,f9712,f13874,f3504,f1215,f11836,f15198,f5678,f12441,f4932,f11058,f7060,f13898,f2830,f11644"
124,376,0.7809670665459484,0.7966016908211457,365,0.018797672190208045,"f1369,f6638,f4135,f3236,f13576,f3504,f1215,f11836,f9712,f665,f13874,f12441,f5678,f15198,f4932,f11058,f2830,f11644,f827,f4867"
125,376,0.7729176097781802,0.7884334628565517,328,0.018829570741372835,"f1369,f6638,f3504,f4135,f9712,f1215,f11836,f5678,f13576,f3236,f12441,f11644,f665,f15198,f4932,f13874,f1219,f11058,f7060,f11738"
126,376,0.7669618605703938,0.7807346233737775,354,0.018588503887084232,"f1369,f6638,f3236,f9712,f3504,f1215,f4135,f13576,f665,f13874,f11836,f5678,f15198,f11644,f4867,f11058,f12441,f7060,f827,f2830"
127,376,0.790119963784518,0.8106893086231635,333,0.01806333720030142,"f6638,f13576,f1369,f13874,f15198,f3236,f665,f4135,f3504,f9712,f4932,f2830,f1215,f11836,f7060,f13898,f5678,f12441,f11058,f15377"
128,376,0.7793826392032595,0.8084571346178058,348,0.01869741445308192,"f6638,f1369,f665,f15198,f3504,f9712,f13874,f1215,f3236,f4135,f5678,f11836,f11644,f13576,f12441,f11058,f4867,f1219,f2830,f4932"
129,376,0.7927512449071978,0.8236933770498599,337,0.018662219594648838,"f1369,f6638,f3236,f4135,f9712,f13874,f11058,f11836,f3504,f15198,f1215,f827,f13576,f5678,f13898,f12441,f665,f4932,f11644,f11738"
130,376,0.780443639655953,0.7880686948232543,335,0.018296813418930177,"f1369,f4135,f6638,f13576,f11836,f9712,f3504,f13874,f3236,f665,f1215,f12441,f4867,f15198,f4932,f11058,f5678,f11644,f1219,f827"
131,376,0.7886062698053419,0.8142473010209865,336,0.018705865482185405,"f1369,f6638,f13576,f9712,f3504,f3236,f4135,f1215,f12441,f665,f11836,f15198,f11644,f13874,f13898,f11058,f5678,f4932,f4867,f827"
132,376,0.7755913309189679,0.806449956331512,351,0.018787902170554413,"f6638,f1369,f3504,f9712,f1215,f4135,f13874,f15198,f11836,f11644,f3236,f12441,f13576,f2830,f4932,f665,f11058,f5678,f15377,f4867"
133,376,0.7771474649162518,0.7895643775506169,341,0.01786445030209388,"f6638,f4932,f1369,f13576,f3236,f13874,f9712,f15198,f2830,f3504,f665,f1215,f4135,f11644,f11836,f4867,f7060,f11738,f5678,f11058"
134,376,0.7749830239927569,0.7935385506176107,352,0.018378339266959316,"f665,f1369,f6638,f3236,f9712,f13874,f3504,f1215,f15198,f11058,f4135,f13576,f2830,f5678,f11836,f4932,f11644,f12441,f1219,f4867"
135,376,0.7811368266183795,0.8013639517574044,349,0.01787160889324829,"f6638,f3236,f15198,f1369,f665,f13874,f3504,f9712,f13576,f4135,f1215,f2830,f4932,f7060,f11836,f13898,f5678,f11644,f11058,f12441"
136,376,0.7634959257582618,0.7571323633720024,353,0.01799959241055901,"f9712,f1369,f6638,f15198,f13874,f665,f3504,f4135,f3236,f13576,f1215,f11836,f2830,f11058,f7060,f4932,f4867,f12441,f11644,f13898"
137,376,0.7759025577184248,0.7795450122194533,307,0.01817416638987969,"f6638,f3236,f1369,f13576,f4135,f9712,f13874,f665,f3504,f1215,f11058,f11836,f4932,f15198,f12441,f5678,f7060,f827,f1219,f4867"
138,376,0.774544477138977,0.7805541368756455,334,0.01894520681371236,"f1369,f6638,f13576,f15198,f9712,f1215,f3236,f3504,f4135,f11836,f13874,f5678,f665,f12441,f11058,f7060,f11644,f2830,f13898,f1219"
139,376,0.7610626980534178,0.7722403943145728,353,0.018226254488678345,"f1369,f13576,f9712,f15198,f6638,f3236,f3504,f4135,f1215,f665,f11836,f2830,f13874,f4932,f5678,f12441,f11058,f7060,f11644,f4867"
140,376,0.792072204617474,0.7578459506393025,358,0.018203178148201465,"f15198,f13576,f1369,f6638,f4135,f1215,f9712,f3504,f3236,f11836,f13874,f665,f11644,f4932,f5678,f7060,f11058,f4867,f2830,f1219"
141,376,0.7663252602987777,0.7841550318637827,341,0.018096739421301355,"f1369,f3236,f6638,f9712,f13874,f13576,f4135,f3504,f4932,f15198,f1215,f7060,f665,f11836,f11644,f12441,f11058,f13898,f827,f4867"
142,376,0.7663111136260752,0.7540782893502853,363,0.018163861384853063,"f6638,f1369,f15198,f3236,f13874,f13576,f3504,f9712,f1215,f665,f4932,f4867,f11644,f4135,f11836,f1219,f7060,f12441,f5678,f2830"
143,376,0.7819290402897239,0.76965994652815,352,0.01778610558447208,"f6638,f13576,f1369,f13874,f665,f3236,f9712,f15198,f3504,f1215,f4135,f2830,f11836,f11644,f11058,f4867,f13898,f4932,f1219,f12441"
144,376,0.7929351516523313,0.8222689075954652,336,0.01824041362356471,"f13576,f1369,f6638,f1215,f15198,f9712,f3504,f2830,f3236,f4135,f665,f4932,f11836,f13898,f13874,f11058,f7060,f5678,f12441,f4867"
145,376,0.7729034631054776,0.7794467017342219,361,0.018083678553514948,"f3236,f1369,f6638,f13576,f9712,f3504,f2830,f4135,f1215,f15198,f665,f13874,f4867,f4932,f11836,f11058,f5678,f12441,f11644,f1219"
146,376,0.7440725441376187,0.7685362379764403,342,0.018072053686061733,"f665,f3236,f1369,f6638,f4135,f9712,f3504,f13576,f1215,f15198,f13874,f11836,f4932,f5678,f4867,f2830,f11644,f11058,f7060,f11738"
147,376,0.7721395427795383,0.7751531406292336,332,0.018164784414693692,"f6638,f1369,f13874,f15198,f9712,f13576,f3504,f4932,f665,f1215,f4135,f3236,f11836,f11058,f12441,f2830,f11644,f5678,f827,f13898"
148,376,0.7709653689452242,0.7896048545917775,397,0.01816434741634477,"f6638,f1369,f13874,f13576,f665,f11058,f3504,f9712,f3236,f15198,f11836,f1215,f5678,f12441,f4135,f2830,f827,f4932,f11644,f4867"
149,376,0.7612748981439565,0.8035115992153994,306,0.018790059381144773,"f6638,f13576,f1369,f4135,f3236,f13874,f3504,f1215,f11836,f11644,f9712,f15198,f12441,f1219,f665,f4932,f11058,f5678,f827,f7060"
150,376,0.7604543911272069,0.7833355339510437,357,0.018031913484942062,"f1369,f3236,f6638,f13576,f15198,f1215,f665,f9712,f3504,f4932,f13874,f11836,f2830,f4135,f11644,f5678,f11058,f12441,f4867,f11738"
151,376,0.8003055681303758,0.8153039606304964,322,0.018742180226291406,"f6638,f1369,f665,f3236,f3504,f9712,f1215,f13576,f13874,f11836,f5678,f4135,f11058,f2830,f12441,f11644,f4932,f11738,f15198,f1219"
152,376,0.75306982797646,0.7398093643487563,344,0.01789223328926301,"f6638,f1369,f13576,f665,f3236,f15198,f3504,f13874,f9712,f4932,f1215,f4135,f11644,f2830,f11836,f5678,f1219,f4867,f11058,f12441"
153,376,0.7669194205522861,0.7919936613582819,365,0.01852429119691726,"f1369,f3236,f6638,f13874,f3504,f13576,f1215,f9712,f15198,f11836,f5678,f4135,f4932,f4867,f665,f11738,f11644,f11058,f12441,f1219"
154,376,0.7719980760525125,0.7832143267301662,350,0.0183922367101099,"f6638,f1369,f13576,f3236,f11644,f3504,f1215,f13874,f9712,f4135,f665,f15198,f11836,f12441,f1219,f2830,f5678,f4932,f827,f11058"
155,376,0.7723234495246718,0.7708062605796598,334,0.017915999957736795,"f6638,f1369,f13576,f665,f9712,f3236,f3504,f15198,f13874,f4135,f4932,f11836,f7060,f4867,f1215,f2830,f12441,f13898,f11644,f5678"
156,376,0.7515419873245812,0.7581200340586365,316,0.01848546002912234,"f1369,f3236,f9712,f3504,f15198,f13874,f1215,f6638,f665,f11836,f13576,f4135,f11644,f5678,f4932,f12441,f7060,f11058,f4867,f1219"
157,376,0.7933312584880037,0.8066014423093854,353,0.018724697567720654,"f1369,f6638,f13576,f9712,f3504,f4135,f13874,f3236,f1215,f4867,f665,f15198,f11058,f11836,f4932,f7060,f2830,f5678,f11644,f12441"
158,376,0.7812358533272974,0.8030782345375935,305,0.018573548907334793,"f1369,f9712,f665,f3504,f6638,f1215,f3236,f13576,f11836,f4135,f11644,f15198,f13874,f4867,f12441,f11058,f5678,f11738,f827,f7060"
159,376,0.7789299456767768,0.8165454204678242,364,0.01885271546470514,"f1369,f9712,f3236,f6638,f3504,f4135,f1215,f13874,f15198,f665,f11836,f4932,f7060,f11058,f11644,f12441,f5678,f13576,f11738,f2830"
160,376,0.7728044363965594,0.7199009519887392,362,0.01815841472311379,"f13576,f6638,f1369,f4135,f3504,f9712,f1215,f13874,f3236,f665,f11836,f11644,f15198,f12441,f11058,f2830,f5678,f4867,f4932,f7060"
161,376,0.7729317564508826,0.7810387083628634,362,0.018236429901159486,"f13874,f6638,f1369,f9712,f3236,f11836,f3504,f1215,f15198,f665,f4135,f11644,f12441,f13576,f1219,f5678,f11058,f4932,f4867,f7060"
162,376,0.7867389090086012,0.8023181000388949,353,0.01870746010458689,"f1369,f6638,f9712,f3236,f3504,f1215,f11836,f13874,f13576,f4135,f11644,f15198,f1219,f11058,f12441,f13316,f5678,f665,f827,f4867"
163,376,0.7724932095971028,0.7870874125916818,360,0.018713940266876436,"f1369,f6638,f3236,f9712,f3504,f4135,f665,f1215,f12441,f11836,f11058,f5678,f13874,f15198,f11644,f13576,f4932,f827,f1219,f4867"
164,376,0.7619114984155727,0.8060998189068489,379,0.018203420559578413,"f665,f6638,f1369,f3236,f9712,f3504,f1215,f11644,f13874,f4135,f13576,f15198,f12441,f11836,f1219,f4867,f4932,f11058,f5678,f6561"
165,376,0.7908697374377547,0.8247366863225438,328,0.01939014390487459,"f1369,f6638,f13874,f3236,f15198,f9712,f4135,f1215,f3504,f13576,f11836,f11058,f5678,f665,f4932,f4867,f12441,f11644,f827,f2830"
166,376,0.7777416251697601,0.8030790606996996,357,0.018744684721125227,"f6638,f1369,f13874,f4135,f9712,f3236,f3504,f7060,f1215,f15198,f13576,f11836,f665,f12441,f11058,f11644,f4867,f5678,f827,f1219"
167,376,0.8117219330013581,0.8113222171038017,311,0.01807277365785803,"f13576,f15198,f1369,f665,f3236,f6638,f9712,f3504,f13874,f4135,f7060,f4867,f1215,f2830,f11836,f13898,f11058,f4932,f12441,f5678"
168,376,0.7751386373924853,0.8021622282277512,335,0.018120509081896607,"f6638,f1369,f665,f13576,f15198,f13874,f3236,f3504,f4135,f4932,f9712,f4867,f11836,f1215,f7060,f11738,f5678,f11058,f12441,f11644"
169,376,0.7677540742417385,0.7702725451588595,374,0.01797845010011593,"f6638,f3236,f13874,f1369,f9712,f13576,f4135,f3504,f1215,f11836,f665,f15198,f4932,f11644,f1219,f11058,f5678,f12441,f2830,f11738"
170,376,0.7691687415119963,0.7669074708926211,365,0.018665918718746025,"f1369,f6638,f15198,f13874,f1215,f665,f3504,f13576,f3236,f9712,f11836,f4135,f4932,f5678,f11058,f2830,f11644,f7060,f11738,f12441"
171,376,0.7453598913535536,0.7810422093456031,326,0.018223643218702117,"f6638,f1369,f13874,f3504,f3236,f665,f9712,f1215,f4135,f13576,f15198,f11836,f1219,f11644,f4867,f4932,f12441,f5678,f13898,f11058"
172,376,0.7645286328655501,0.765190318656603,352,0.01874311406541851,"f1369,f6638,f4135,f3236,f3504,f9712,f1215,f13874,f665,f11836,f15198,f13576,f12441,f11058,f5678,f11644,f4932,f4867,f827,f1219"
173,376,0.7857769352648258,0.7835395202751743,339,0.018235981142386136,"f6638,f15198,f1369,f3236,f9712,f3504,f13576,f11836,f1215,f4135,f665,f13874,f2830,f5678,f11058,f11644,f4932,f4867,f12441,f1219"
174,376,0.7611617247623359,0.782109734986109,342,0.018721056661192066,"f1369,f3236,f3504,f9712,f6638,f1215,f13874,f11836,f665,f11058,f4135,f13576,f15198,f11644,f12441,f5678,f4932,f827,f1219,f13316"
175,376,0.7761430511543685,0.7761652640291501,341,0.01822194529875635,"f3236,f6638,f1369,f4932,f13576,f665,f4135,f1215,f15198,f3504,f9712,f13874,f11836,f2830,f12441,f11644,f11058,f5678,f13898,f4867"
176,376,0.7647408329560889,0.7733494995539816,301,0.0187026620594824,"f4135,f1369,f6638,f4932,f13576,f9712,f13874,f11836,f3504,f1215,f665,f3236,f15198,f5678,f12441,f11058,f11644,f2830,f1219,f4867"
177,376,0.7840651878678135,0.7936470968592882,356,0.018192776463965443,"f13576,f1369,f6638,f3236,f4867,f13874,f9712,f665,f3504,f1215,f4135,f11836,f15198,f11058,f5678,f7060,f12441,f11644,f4932,f2830"
178,376,0.7877857627885921,0.7907154062226194,352,0.018869442255929722,"f1369,f1215,f9712,f3504,f4135,f3236,f6638,f11836,f13874,f11644,f665,f12441,f13576,f11058,f5678,f4867,f15198,f1219,f13316,f7060"
179,376,0.7823534404708012,0.7917026037755095,365,0.01814716732862621,"f6638,f4932,f1369,f665,f13576,f3236,f13874,f4135,f9712,f3504,f1215,f15198,f4867,f11836,f2830,f5678,f11738,f12441,f11058,f11644"
180,376,0.7653208465368945,0.7865368290106247,377,0.018731089482242416,"f6638,f1369,f3236,f1215,f9712,f13874,f3504,f11836,f4135,f4932,f11058,f13576,f11644,f15198,f5678,f12441,f827,f665,f7060,f2830"
181,376,0.7731722498868266,0.8162267156689084,390,0.01835472593975667,"f15198,f1369,f13576,f6638,f3236,f9712,f1215,f3504,f4932,f13874,f4135,f2830,f11836,f11738,f7060,f4867,f665,f11644,f5678,f13678"
182,376,0.7813773200543233,0.7825025573078097,366,0.018946600736099016,"f1369,f3504,f6638,f1215,f9712,f15198,f4135,f11644,f13874,f665,f11836,f3236,f13576,f11058,f12441,f5678,f7060,f1219,f827,f4932"
183,376,0.7874038026256225,0.8049961840800521,313,0.018272216585365673,"f1369,f6638,f13576,f3236,f13874,f4135,f9712,f4867,f3504,f4932,f665,f11836,f11738,f1215,f15198,f13678,f11058,f5678,f11644,f12441"
184,376,0.779127999094613,0.781015334238373,398,0.018473361316632374,"f1369,f6638,f3236,f9712,f4135,f3504,f13576,f665,f1215,f11836,f13874,f1219,f11058,f12441,f5678,f827,f15198,f11644,f4932,f13316"
185,376,0.7841359212313265,0.8194137739694305,356,0.01909310387031351,"f1369,f6638,f13874,f9712,f1215,f3236,f3504,f11836,f4135,f11058,f13576,f11644,f12441,f827,f665,f15198,f5678,f13316,f1219,f7060"
186,376,0.7918458578542327,0.8238846297771696,369,0.019029880185274663,"f1369,f9712,f3504,f6638,f3236,f1215,f11836,f4135,f12441,f665,f4932,f11058,f11644,f13874,f13576,f1219,f5678,f827,f15198,f4867"
187,376,0.7725922363060209,0.7568337073336617,312,0.01869732320328498,"f6638,f1369,f3504,f1215,f9712,f13576,f11644,f4135,f13874,f11836,f665,f12441,f3236,f15198,f1219,f11058,f5678,f4932,f4867,f11738"
188,376,0.7856779085559078,0.810956114521971,375,0.018066560210501556,"f6638,f665,f13576,f1369,f13874,f15198,f3236,f4867,f4135,f9712,f3504,f4932,f1215,f7060,f11836,f13898,f11644,f2830,f11738,f12441"
189,376,0.786781349026709,0.7877934309634704,364,0.018066061477355157,"f3236,f1369,f6638,f665,f13576,f13874,f15198,f4932,f3504,f4135,f1215,f9712,f11836,f11644,f2830,f12441,f11058,f5678,f827,f7010"
190,376,0.7950288592123131,0.7873212247819803,341,0.017956957453861812,"f13576,f15198,f6638,f4932,f1369,f4135,f3236,f3504,f9712,f665,f1215,f7060,f13874,f4867,f2830,f11836,f5678,f11644,f12441,f11058"
191,376,0.773426889995473,0.7976990673543347,349,0.01797312535246475,"f3236,f6638,f15198,f1369,f13576,f13874,f1215,f3504,f9712,f4867,f4932,f665,f2830,f4135,f7060,f11836,f5678,f11058,f11644,f7010"
192,376,0.7798211860570394,0.821336431285189,361,0.019139590896071562,"f6638,f1369,f3504,f1215,f13874,f3236,f4135,f9712,f15198,f13576,f11836,f5678,f11644,f4932,f11058,f2830,f665,f12441,f4867,f827"
193,376,0.7699185151652331,0.7923320685129942,297,0.018351613479527677,"f1369,f3236,f6638,f4135,f9712,f7060,f3504,f13576,f1215,f13874,f15198,f11836,f665,f11058,f4932,f5678,f12441,f2830,f4867,f11644"
194,376,0.7667779538252604,0.7845617497809168,348,0.01808514952798312,"f6638,f3236,f1369,f13874,f13576,f665,f4135,f9712,f3504,f15198,f1215,f4932,f11836,f11738,f2830,f4867,f5678,f7060,f11058,f11644"
195,376,0.7651227931190584,0.776491774617998,324,0.018415372149939525,"f1369,f13576,f6638,f3504,f665,f1215,f15198,f4135,f9712,f11836,f3236,f12441,f11058,f5678,f13874,f4932,f11644,f4867,f7060,f1219"
196,376,0.7657735400633771,0.7801211987187825,329,0.018518044846132377,"f6638,f1369,f3236,f15198,f1215,f3504,f9712,f13874,f13576,f665,f4135,f11644,f4932,f11836,f12441,f2830,f5678,f7060,f11058,f13898"
197,376,0.7816319601629697,0.7744906897360658,357,0.01864098085268854,"f1369,f15198,f3236,f13874,f6638,f9712,f3504,f13576,f4135,f1215,f11058,f665,f11836,f12441,f5678,f2830,f11644,f4932,f4867,f1219"
198,376,0.7739927569035763,0.7990501183443391,331,0.017883246452448508,"f13576,f1369,f6638,f665,f3236,f9712,f4135,f15198,f3504,f13874,f4867,f1215,f11836,f4932,f11738,f5678,f12441,f13898,f13678,f2830"
199,376,0.7929917383431415,0.802820514751941,320,0.01845895332046485,"f3236,f1369,f6638,f9712,f1215,f13576,f3504,f4135,f11836,f13874,f665,f2830,f5678,f11058,f15198,f4867,f12441,f11738,f4932,f11644"
200,376,0.7698336351290177,0.7974517078004688,342,0.017989018431646686,"f13576,f6638,f4135,f1369,f665,f3504,f9712,f1215,f3236,f4932,f15198,f11836,f7060,f13874,f11644,f12441,f13898,f5678,f11058,f2830"
201,376,0.7704277953825261,0.7923355081907408,382,0.01786140094392316,"f665,f6638,f1369,f3236,f3504,f9712,f1215,f13576,f15198,f13874,f4932,f11644,f11836,f5678,f4135,f12441,f13898,f11058,f2830,f1219"
202,376,0.7863710955183341,0.7652601735428821,346,0.01842711490895993,"f6638,f4932,f15198,f1369,f3236,f9712,f3504,f13874,f4135,f1215,f11836,f13576,f665,f5678,f11058,f11644,f7060,f12441,f1219,f2830"
203,376,0.7701024219103666,0.7818274309515807,305,0.0186828609823467,"f1369,f3504,f9712,f4135,f6638,f1215,f3236,f11836,f13874,f665,f15198,f5678,f12441,f13576,f11058,f11644,f2830,f4867,f4932,f7060"
204,376,0.7636656858306926,0.7619798809333845,341,0.01823507138884604,"f6638,f1369,f15198,f13874,f13576,f665,f3504,f3236,f1215,f9712,f4135,f4867,f11836,f4932,f11644,f12441,f11058,f5678,f15377,f2830"
205,376,0.7590397238569488,0.8042505730329824,340,0.018458030449147213,"f6638,f3236,f1369,f13874,f665,f1215,f3504,f15198,f9712,f13576,f11836,f4867,f11644,f12441,f4135,f5678,f11058,f4932,f2830,f1219"
206,376,0.7851969216840199,0.8053698964252223,328,0.01754501582361121,"f13576,f6638,f13874,f665,f1369,f3504,f15198,f3236,f9712,f4135,f13898,f4932,f1215,f11836,f4867,f11644,f12441,f1219,f7060,f2830"
207,376,0.7804719330013581,0.7992980445991815,313,0.017837613637737428,"f3236,f6638,f13874,f1369,f13576,f4135,f3504,f4932,f9712,f15198,f665,f13898,f1215,f11836,f2830,f4867,f11058,f12441,f5678,f7060"
208,376,0.7714180624717067,0.7863176785688741,328,0.01860372949530309,"f1369,f3236,f4135,f13576,f6638,f665,f9712,f11836,f3504,f1215,f13874,f12441,f11058,f5678,f15198,f11644,f4867,f827,f4932,f1219"
209,376,0.7770625848800363,0.8149656507295754,331,0.018300217888417056,"f1369,f4867,f6638,f15198,f2830,f9712,f3504,f4135,f13874,f13576,f665,f1215,f11836,f3236,f7060,f11058,f12441,f5678,f4932,f11644"
210,376,0.7665657537347217,0.7843088825882842,365,0.018291798851234775,"f6638,f1369,f13874,f3236,f665,f4135,f13576,f15198,f9712,f11836,f3504,f1215,f11058,f5678,f11738,f2830,f12441,f4932,f11644,f827"
211,376,0.7667072204617473,0.8007218102265663,379,0.018561211498850497,"f13874,f6638,f1369,f15198,f3236,f1215,f11058,f3504,f4932,f9712,f11836,f13576,f665,f4135,f5678,f827,f11644,f7060,f12441,f13316"
212,376,0.7939112720688094,0.8154026795658303,297,0.018916316444371268,"f1369,f6638,f15198,f3504,f9712,f665,f1215,f11836,f13576,f3236,f4135,f12441,f5678,f11058,f11644,f13874,f4867,f1219,f7060,f4932"
213,376,0.7611475780896333,0.7513441799666059,363,0.017925925250660522,"f6638,f1369,f3236,f13576,f665,f13874,f9712,f3504,f4932,f1215,f4867,f4135,f15198,f11644,f2830,f11836,f12441,f11738,f11058,f5678"
214,376,0.7659150067904029,0.7754645474937534,352,0.01861342259167513,"f1369,f6638,f9712,f4135,f3504,f1215,f13576,f3236,f15198,f11836,f665,f13874,f11058,f12441,f11644,f7060,f4932,f5678,f827,f2830"
215,376,0.8057378904481666,0.8039402953981685,367,0.018380317673523036,"f6638,f1369,f4932,f13576,f4135,f9712,f3504,f13874,f1215,f3236,f15198,f11836,f665,f12441,f7060,f11644,f11058,f13898,f2830,f827"
216,376,0.7612466047985513,0.7820595279547925,329,0.018642268108917337,"f6638,f1369,f3236,f3504,f9712,f13874,f1215,f4135,f15198,f11644,f11836,f4932,f665,f13576,f12441,f4867,f5678,f11058,f1219,f7010"
217,376,0.7670467406066094,0.7654482267906302,341,0.01869343719048859,"f1369,f6638,f3504,f9712,f665,f13874,f13576,f15198,f1215,f3236,f4135,f11836,f12441,f11644,f11058,f5678,f2830,f4932,f827,f4867"
218,376,0.7691404481665911,0.798167385483594,390,0.018579344052147652,"f6638,f1369,f9712,f15198,f3504,f3236,f1215,f4135,f13576,f13874,f11836,f665,f4932,f11644,f5678,f12441,f11058,f827,f13316,f2830"
219,376,0.7504668401991853,0.7633847595981524,345,0.01793445802808915,"f665,f6638,f1369,f13576,f3236,f4135,f11836,f15198,f9712,f3504,f13874,f1215,f11058,f11644,f12441,f5678,f1219,f4932,f2830,f4867"
220,376,0.7673296740606609,0.7496290547289906,327,0.01777571976244289,"f6638,f1369,f665,f4932,f13576,f3236,f9712,f3504,f15198,f1215,f13874,f4135,f11836,f5678,f11058,f7060,f12441,f13898,f11644,f2830"
221,376,0.7521927342689,0.770928516142168,369,0.018975562014755712,"f1369,f4135,f3504,f6638,f9712,f1215,f3236,f11836,f13874,f13576,f12441,f665,f11644,f15198,f11058,f5678,f4932,f827,f1219,f13316"
222,376,0.7644013128112268,0.781452919056981,325,0.01802809359604847,"f6638,f13576,f1369,f3236,f3504,f9712,f665,f13874,f4135,f1215,f15198,f11644,f11836,f4932,f5678,f13898,f12441,f1219,f827,f11058"
223,376,0.7474535989135356,0.7625199138898864,359,0.01820384262704307,"f1369,f6638,f13576,f15198,f4135,f3504,f3236,f9712,f7060,f1215,f665,f4932,f13874,f11836,f11058,f2830,f4867,f12441,f13898,f5678"
224,376,0.7935151652331373,0.7813452912786314,388,0.018446580571261154,"f1369,f13874,f6638,f3236,f13576,f4135,f9712,f3504,f1215,f2830,f665,f11836,f1219,f4932,f12441,f15198,f5678,f11058,f11644,f11738"
225,376,0.7563518560434587,0.749932443769668,385,0.018151737249238353,"f6638,f1369,f13576,f13874,f9712,f4135,f3504,f15198,f1215,f3236,f11836,f665,f4932,f11644,f2830,f1219,f12441,f11058,f4867,f5678"
226,376,0.7329249660479855,0.7567281850214591,338,0.018485480637111223,"f1369,f6638,f4135,f3504,f665,f1215,f11836,f9712,f3236,f13576,f13874,f5678,f15198,f4932,f12441,f11058,f11644,f4867,f1219,f7060"
227,376,0.7955381394296062,0.8126071216191297,340,0.018330920898811276,"f15198,f1369,f13576,f6638,f3236,f3504,f665,f9712,f1215,f11644,f13874,f4867,f4135,f1219,f11836,f12441,f4932,f5678,f11058,f2830"
228,376,0.7785055454956994,0.7961200794660988,344,0.018381032750921976,"f1369,f13576,f6638,f4135,f3236,f3504,f1215,f665,f9712,f13874,f11836,f7060,f12441,f5678,f15198,f4932,f11644,f11058,f827,f2830"
229,376,0.7632271389769126,0.7492279668528341,345,0.01828280152217978,"f6638,f1369,f13576,f4932,f3504,f13874,f3236,f1215,f9712,f11836,f4135,f15198,f11644,f665,f5678,f12441,f1219,f11058,f2830,f4867"
230,376,0.7709229289271164,0.7627618692032236,329,0.018514235667448385,"f6638,f13874,f1369,f15198,f3504,f3236,f1215,f665,f9712,f4135,f13576,f11836,f11058,f11644,f5678,f4932,f1219,f12441,f4867,f11738"
231,376,0.7665374603893165,0.7814020544704514,349,0.01809795257793935,"f4932,f6638,f1369,f13576,f3236,f665,f3504,f1215,f9712,f15198,f4135,f4867,f13874,f7060,f11836,f11644,f2830,f12441,f5678,f11058"
232,376,0.7726629696695336,0.785914781795932,334,0.01846140553243456,"f6638,f1369,f4135,f3504,f9712,f4932,f1215,f11644,f13874,f3236,f13576,f11836,f15198,f665,f1219,f12441,f7060,f5678,f827,f11058"
233,376,0.7439735174287008,0.7422223972959288,346,0.017934392023078595,"f6638,f665,f1369,f3236,f13576,f9712,f15198,f1215,f3504,f13874,f4135,f11836,f11644,f4932,f1219,f12441,f5678,f2830,f4867,f11058"
234,376,0.7737239701222273,0.7847729094920755,319,0.018496527965675937,"f1369,f6638,f9712,f3504,f1215,f11836,f3236,f4135,f11644,f665,f15198,f13874,f7060,f13576,f11058,f12441,f1219,f4867,f5678,f827"
235,376,0.789681416930738,0.7878425481846034,326,0.018521839173193604,"f15198,f1369,f6638,f3504,f13874,f1215,f7060,f9712,f13576,f3236,f665,f4932,f4135,f11836,f11644,f4867,f5678,f12441,f11058,f2830"
236,376,0.7826788139429606,0.7984009792227724,341,0.017570978937115733,"f6638,f13874,f13576,f1369,f3236,f665,f9712,f13898,f3504,f4867,f15198,f1215,f4135,f7060,f11644,f11836,f4932,f827,f12441,f11058"
237,376,0.7836549343594386,0.8055807587944348,349,0.01859577303811747,"f15198,f1369,f6638,f3236,f3504,f1215,f9712,f11644,f11836,f4932,f13576,f13874,f4135,f665,f1219,f12441,f5678,f2830,f11058,f4867"
238,376,0.7719273426889995,0.7640673107246161,392,0.018396020871884307,"f6638,f1369,f665,f13576,f3504,f9712,f4135,f11836,f4932,f1215,f3236,f15198,f13874,f1219,f5678,f11058,f11644,f4867,f12441,f7060"
239,376,0.7813348800362155,0.7952411048499877,348,0.0186022144514433,"f1369,f6638,f4135,f3236,f13874,f9712,f3504,f1215,f13576,f11836,f12441,f11644,f665,f5678,f11058,f4867,f827,f1219,f4932,f15198"
240,376,0.7557011090991399,0.7895396273296239,354,0.01894077603665594,"f1369,f3504,f9712,f6638,f3236,f1215,f4135,f13874,f11644,f13576,f15198,f11058,f11836,f4932,f12441,f827,f5678,f665,f1219,f4867"
241,376,0.7790148257129924,0.8210448991033915,306,0.019095305417803035,"f1369,f9712,f3504,f6638,f4135,f1215,f11836,f11058,f12441,f3236,f827,f11644,f5678,f13874,f13576,f665,f13316,f1219,f5017,f4932"
242,376,0.7721253961068357,0.8002321099174563,364,0.017982592969696863,"f13576,f6638,f1369,f13874,f665,f3504,f9712,f4867,f15198,f1215,f11836,f4932,f3236,f4135,f7060,f11738,f5678,f15377,f11058,f12441"
