trial,control_type,auroc,pr_auc,selected_features
129,matched_random20,0.5847244228157538,0.556914996768047,"f12246,f13442,f11096,f2309,f15041,f6007,f6042,f12421,f1690,f11673,f732,f7348,f16053,f768,f7341,f4046,f11154,f6153,f5394,f3895"
130,matched_random20,0.6798183567224989,0.6201095019767563,"f3259,f9565,f224,f2786,f12681,f10084,f14669,f15611,f11098,f619,f6822,f12469,f10231,f12519,f6294,f1852,f8691,f1938,f4976,f12033"
131,matched_random20,0.6847696921684021,0.6445617473748407,"f13288,f10627,f350,f2309,f12884,f11297,f1130,f7686,f1616,f443,f8049,f1489,f5202,f3891,f1108,f7175,f1642,f5997,f8762,f10005"
132,matched_random20,0.7259223630602082,0.6918558182680563,"f297,f14175,f10708,f12147,f12021,f14260,f3606,f5035,f1351,f288,f1480,f4338,f135,f7842,f12469,f12342,f2655,f12631,f8060,f1145"
133,matched_random20,0.6705947261204165,0.6300691046509873,"f297,f612,f15433,f6633,f1261,f5391,f14247,f11858,f2978,f4676,f11272,f10418,f14869,f10105,f5202,f12051,f15751,f14175,f12301,f10801"
134,matched_random20,0.6184783838841105,0.5848877149646435,"f4242,f684,f4205,f496,f7070,f9944,f1282,f13472,f11459,f384,f10296,f6070,f7346,f12671,f3136,f10210,f14339,f15751,f13491,f12447"
135,matched_random20,0.7231213218650974,0.670371151646555,"f10436,f10382,f3909,f9555,f8271,f13969,f11477,f10019,f199,f11686,f15981,f8319,f7091,f14284,f4670,f12519,f2587,f6721,f4153,f3812"
136,matched_random20,0.6429945676776823,0.6258859399066301,"f14675,f286,f13509,f9523,f3192,f8223,f3147,f3523,f12860,f7998,f11968,f15184,f81,f3171,f7144,f7066,f9346,f15767,f14072,f3296"
137,matched_random20,0.6014316432775011,0.5753871238564789,"f11987,f13975,f8248,f6633,f16317,f2470,f5470,f9597,f10334,f14507,f15483,f11527,f1614,f2387,f6185,f199,f3012,f7680,f10825,f2867"
138,matched_random20,0.70729119511091,0.7014205472201909,"f15603,f12387,f2431,f7946,f524,f2473,f5657,f3296,f3793,f12326,f5067,f5465,f7040,f5326,f4560,f10388,f8552,f8295,f605,f4713"
139,matched_random20,0.6320591896785877,0.5958629464272752,"f203,f8449,f13084,f1928,f12365,f4004,f16134,f13012,f5354,f995,f15791,f2949,f471,f11675,f5700,f8513,f4633,f14470,f8490,f2868"
140,matched_random20,0.6270088275237664,0.627000121118995,"f12047,f6856,f7229,f8976,f7896,f7354,f8080,f15209,f5726,f6829,f203,f6065,f13891,f3470,f9191,f9698,f8271,f12707,f15925,f137"
141,matched_random20,0.7871491625169761,0.8278707956472621,"f12867,f9565,f5683,f15710,f10155,f5225,f11836,f9204,f1696,f11641,f9921,f15321,f7175,f15163,f571,f8764,f6317,f1246,f747,f1603"
142,matched_random20,0.664073110004527,0.6461858747281224,"f5470,f286,f7687,f1729,f1441,f7249,f337,f11209,f3665,f2105,f15877,f16149,f14236,f6030,f3412,f3765,f14527,f8897,f848,f9965"
143,matched_random20,0.7404085559076505,0.6895737906551458,"f12950,f13975,f13312,f384,f8327,f2352,f16081,f6072,f3282,f2372,f3208,f10135,f4526,f716,f3694,f388,f15434,f3540,f14301,f6887"
144,matched_random20,0.6457814622000906,0.6278618183473255,"f297,f2393,f350,f11585,f14231,f7033,f8099,f6070,f13075,f12050,f6785,f6510,f6805,f4614,f3032,f8306,f10971,f776,f14568,f1122"
145,matched_random20,0.7977167270258035,0.7564522791321631,"f2460,f4893,f6061,f5129,f13898,f7549,f8592,f3383,f12059,f4723,f5067,f12365,f15493,f12810,f854,f15524,f1319,f10131,f16106,f2861"
146,matched_random20,0.861716274332277,0.8560570648668887,"f16383,f16342,f224,f4976,f10488,f10962,f4381,f6332,f11501,f2429,f12425,f10977,f7774,f3902,f10981,f14838,f7356,f15020,f16107,f13891"
147,matched_random20,0.7082248755092803,0.7193099078757849,"f2460,f14175,f9260,f2806,f16147,f5984,f71,f14385,f14348,f15732,f10279,f9020,f7499,f5311,f12519,f11078,f11338,f10746,f9839,f11646"
148,matched_random20,0.7555313490267089,0.7168034372779353,"f5877,f10746,f13201,f384,f4329,f5984,f980,f3437,f4324,f13237,f7614,f3514,f15507,f889,f15032,f6093,f16365,f4061,f5257,f5088"
149,matched_random20,0.5839887958352196,0.5703760512799991,"f1670,f1596,f9354,f14042,f3364,f3403,f443,f7264,f2927,f16342,f4869,f13921,f7256,f10073,f15372,f4465,f15060,f14328,f5427,f9124"
150,matched_random20,0.7541732684472612,0.7323396851921863,"f4242,f13408,f7687,f9555,f11587,f9689,f8191,f11641,f4513,f889,f1094,f9760,f2252,f9366,f3813,f9928,f16278,f943,f10725,f15020"
151,matched_random20,0.5860117700316886,0.6006881874342563,"f4669,f15564,f13509,f7831,f16366,f6701,f1669,f6618,f9826,f8427,f12083,f4689,f13653,f9203,f8880,f15017,f9061,f13641,f12114,f15886"
152,matched_random20,0.5984042553191489,0.5926395975953666,"f14917,f612,f8262,f9555,f11587,f2163,f8762,f2271,f15120,f8223,f15275,f10210,f12861,f15086,f4981,f4594,f14147,f13965,f11154,f7796"
153,matched_random20,0.6263439339067451,0.6469050636554969,"f15965,f6894,f7687,f13969,f15903,f8270,f4548,f1092,f15026,f13806,f1331,f3507,f8205,f2537,f8149,f9282,f1125,f10484,f11608,f14328"
154,matched_random20,0.7537913082842916,0.6851101492732604,"f13175,f4893,f3909,f2069,f209,f10785,f8208,f9040,f14825,f13795,f13334,f6747,f7382,f5409,f15783,f12926,f800,f15255,f2178,f1128"
155,matched_random20,0.6050390448166592,0.5901995226831835,"f15993,f5932,f9354,f1729,f15364,f4846,f13630,f6056,f11831,f2870,f83,f8229,f1667,f7993,f9515,f14680,f6915,f4869,f13241,f5265"
156,matched_random20,0.67384846084201,0.6955850651088942,"f15965,f12564,f13018,f13312,f12339,f15524,f8880,f14008,f704,f2841,f13579,f8670,f5936,f4616,f12500,f12103,f6185,f3218,f335,f16017"
157,matched_random20,0.6307152557718425,0.6253966808814332,"f15228,f9810,f2944,f9523,f14281,f3256,f8617,f4978,f200,f16376,f7183,f12710,f7079,f10056,f9889,f5270,f15508,f13067,f1044,f3606"
158,matched_random20,0.7083663422363061,0.6409483873054955,"f2020,f2322,f15091,f2012,f3245,f9688,f1557,f10942,f14040,f3392,f6813,f14339,f13656,f5394,f13358,f14514,f1276,f4168,f588,f11937"
159,matched_random20,0.732302512449072,0.6887360600362938,"f13164,f16342,f5006,f12500,f4463,f8187,f4751,f4050,f7664,f10717,f2899,f10204,f308,f11824,f4459,f248,f11357,f785,f6538,f14708"
160,matched_random20,0.5709880036215482,0.5855000942271158,"f7861,f10404,f9110,f2431,f15450,f14334,f13250,f6247,f12778,f1246,f4866,f15072,f13909,f3440,f8583,f4108,f11470,f3912,f8786,f9325"
161,matched_random20,0.7844895880488909,0.7572932658345921,"f14917,f1367,f15091,f2069,f3334,f9890,f884,f10642,f4805,f3857,f9434,f357,f2954,f11108,f3259,f7010,f11534,f4022,f2537,f5484"
162,matched_random20,0.6601544816659122,0.6030216699961525,"f5470,f571,f13018,f10825,f1562,f13408,f13221,f3901,f11585,f6310,f11923,f13306,f15789,f9204,f1842,f11726,f5006,f10350,f14630,f12453"
163,matched_random20,0.6141353553644182,0.5998563750791318,"f2020,f11703,f14409,f496,f13411,f7629,f3412,f5856,f2083,f1901,f14631,f15557,f8652,f4271,f11617,f16299,f6434,f7040,f3121,f8170"
164,matched_random20,0.6995954051607062,0.6489768542596621,"f12047,f1596,f2944,f2806,f6961,f7350,f2954,f5379,f6315,f96,f9670,f14040,f2675,f430,f8420,f9907,f7510,f76,f8064,f4367"
165,matched_random20,0.6417921004979629,0.5823132914250376,"f12047,f9810,f8262,f12347,f5776,f6153,f9840,f12164,f16308,f9382,f12868,f3683,f101,f4933,f13043,f6075,f4636,f13475,f14833,f5438"
166,matched_random20,0.7670891806247171,0.7616220679392802,"f12246,f6642,f15433,f7696,f6648,f2957,f2403,f9718,f13020,f14646,f5214,f2927,f7725,f10637,f12370,f388,f7033,f12627,f16383,f1559"
167,matched_random20,0.6572261204164781,0.6564305734413424,"f15965,f3906,f6061,f8521,f13562,f14781,f8845,f13515,f11923,f10272,f4271,f3835,f15217,f2086,f1521,f3158,f9930,f12041,f825,f15904"
168,matched_random20,0.6459512222725214,0.6029867643241308,"f13164,f12063,f6061,f7696,f5426,f65,f14045,f13225,f13796,f16285,f754,f1291,f6698,f11403,f15777,f1132,f335,f10652,f11384,f13445"
169,matched_random20,0.6427257808963331,0.6297076375753753,"f12950,f5574,f13312,f6576,f9550,f9738,f238,f14680,f7516,f11675,f2964,f10475,f6440,f3660,f6592,f3051,f6551,f7464,f779,f5272"
170,matched_random20,0.650421570846537,0.6446816536141283,"f297,f9476,f9428,f5129,f7549,f14449,f637,f7651,f14183,f2950,f11904,f7386,f2069,f13201,f2245,f3698,f16302,f2489,f7474,f1336"
171,matched_random20,0.7478638524219103,0.7472413502181978,"f6183,f286,f12046,f4562,f2823,f5024,f16347,f6887,f6867,f981,f9204,f11686,f1887,f10621,f8176,f220,f1784,f5089,f3093,f11719"
172,matched_random20,0.8602167270258035,0.8542005025239989,"f13220,f13442,f12046,f8976,f15489,f12145,f1740,f15371,f8402,f2379,f4311,f15324,f81,f16350,f516,f6547,f9712,f10110,f9833,f1846"
173,matched_random20,0.7098093028519692,0.6897698269083136,"f4725,f612,f11096,f12180,f797,f5210,f1125,f15553,f9282,f7052,f13766,f4456,f6335,f11620,f4550,f5695,f9181,f9631,f13308,f2721"
174,matched_random20,0.6695620190131281,0.6148742976632362,"f5470,f9476,f12046,f2806,f15493,f14448,f13948,f5502,f15331,f4247,f1498,f12609,f2909,f8670,f419,f11016,f9091,f13075,f9096,f5725"
175,matched_random20,0.6104996604798552,0.5656782187918308,"f16171,f14175,f2944,f2595,f14617,f811,f16017,f2431,f15162,f15636,f6496,f3438,f8882,f14860,f614,f7229,f15854,f8412,f10520,f4725"
176,matched_random20,0.6625028293345406,0.6468966241133571,"f13220,f9810,f8262,f15710,f8083,f15903,f7977,f6803,f13156,f2775,f10716,f887,f6193,f9434,f896,f14675,f7987,f12629,f10432,f3134"
177,matched_random20,0.6722357401539159,0.6220036447184524,"f1670,f16183,f1196,f12154,f2806,f12069,f5517,f4670,f13645,f4004,f2731,f10601,f7303,f2182,f4998,f9082,f14845,f14501,f9732,f4933"
178,matched_random20,0.6571553870529651,0.6827395574511507,"f4725,f12564,f13312,f7696,f16045,f7817,f16171,f4271,f5336,f6055,f6962,f6396,f8796,f14543,f9526,f2019,f11297,f15434,f3000,f13067"
179,matched_random20,0.6253819601629697,0.609130527247501,"f11987,f6028,f13084,f8521,f16016,f8883,f14451,f13159,f4939,f3499,f9127,f711,f6063,f15238,f301,f9913,f2808,f4461,f15738,f6860"
180,matched_random20,0.7225413082842915,0.6895262182666408,"f13564,f3231,f5683,f8348,f779,f9181,f308,f8556,f15357,f9384,f10896,f12871,f4983,f3266,f5876,f14706,f1082,f9974,f2470,f16149"
181,matched_random20,0.6534772521502943,0.6167132552484014,"f14917,f6803,f14409,f12180,f10418,f10642,f15477,f16351,f16366,f8727,f4205,f5654,f13042,f6508,f3208,f9194,f2775,f9979,f6204,f3265"
182,matched_random20,0.7689141014033499,0.728528836234877,"f3259,f9810,f13924,f2786,f10767,f12926,f645,f7756,f9384,f5380,f2982,f12534,f15032,f10432,f4595,f6889,f6698,f11758,f1128,f1769"
183,matched_random20,0.7455720914440924,0.7440567804290823,"f13164,f286,f13312,f4486,f14194,f6712,f9061,f7947,f6635,f14187,f7282,f6372,f11477,f11779,f12230,f7303,f1829,f1559,f8013,f8510"
184,matched_random20,0.8159234947940245,0.8227333324492628,"f13220,f3365,f350,f15710,f15511,f9906,f5818,f14173,f7470,f11644,f13411,f8408,f12034,f3083,f4289,f14845,f13653,f5976,f14355,f13511"
185,matched_random20,0.7399983023992758,0.7441827583273788,"f15071,f13975,f7887,f4205,f16106,f12173,f12707,f871,f5089,f8658,f9466,f13562,f15950,f2537,f15079,f14470,f1050,f5105,f13655,f10983"
186,matched_random20,0.6470546627433228,0.6283457766145363,"f13288,f2393,f9617,f2431,f1974,f11673,f5381,f15185,f71,f14706,f5853,f15190,f11038,f13867,f5146,f592,f2144,f16356,f2991,f16036"
187,matched_random20,0.8361532367587144,0.8022998020451495,"f9127,f2393,f8064,f15692,f1369,f6961,f13895,f612,f13092,f13828,f16324,f8552,f9543,f6436,f11100,f7502,f6065,f8901,f8274,f15698"
188,matched_random20,0.6433623811679494,0.6018108143469667,"f9360,f13975,f8976,f2309,f1780,f1600,f2578,f14247,f12261,f209,f8650,f4532,f10550,f6831,f4170,f10996,f13529,f7762,f15524,f1086"
189,matched_random20,0.6773851290176551,0.6290942043047749,"f14675,f12063,f12495,f12154,f1482,f14873,f11476,f9988,f12314,f6657,f16306,f13195,f16349,f14517,f10255,f13241,f15303,f11571,f8503,f11675"
190,matched_random20,0.7339010864644636,0.6876857976958272,"f1236,f13408,f4610,f15710,f169,f14348,f8735,f6739,f15088,f8897,f10825,f305,f1979,f1714,f6038,f8099,f329,f301,f12210,f9943"
191,matched_random20,0.8142400407424174,0.7705552968351282,"f5470,f13975,f224,f2069,f2830,f9061,f11309,f2853,f15277,f14917,f2519,f7197,f1109,f3978,f6042,f1994,f5128,f11560,f1697,f11940"
192,matched_random20,0.6443809416025351,0.5924266796552731,"f6466,f612,f4562,f5129,f8376,f12867,f8402,f12359,f16106,f8319,f14339,f6888,f9718,f6555,f4133,f2376,f5873,f14848,f13074,f9546"
193,matched_random20,0.7212964010864645,0.6690685889786265,"f13175,f684,f1196,f10825,f4992,f13484,f356,f14997,f1765,f4618,f10240,f10111,f15317,f13339,f15839,f9898,f11824,f1769,f15705,f5894"
194,matched_random20,0.6577495473064736,0.6433392911029016,"f1236,f612,f3397,f13969,f12266,f15897,f8799,f16316,f8983,f7991,f8559,f8935,f14389,f354,f1586,f13393,f8514,f755,f11771,f6065"
195,matched_random20,0.6518362381167949,0.6461244750619468,"f5470,f3231,f9260,f8348,f1185,f6962,f2673,f12230,f4008,f13709,f4548,f1108,f7029,f14168,f4182,f8706,f10094,f10828,f9813,f11352"
196,matched_random20,0.7665233137166139,0.7424521071808903,"f9360,f16342,f7382,f11585,f13669,f7831,f1234,f7483,f3307,f2411,f3123,f8670,f516,f10433,f3261,f14696,f1994,f5605,f7484,f3078"
197,matched_random20,0.7433369171570846,0.7111418117342994,"f3899,f5932,f2944,f4205,f10600,f4961,f7214,f7419,f12059,f5260,f5178,f16283,f12092,f8852,f8583,f14537,f10737,f15774,f10116,f13601"
198,matched_random20,0.629484495246718,0.6068864892725384,"f385,f95,f6464,f15692,f9839,f10961,f6697,f11641,f16073,f14145,f13943,f8531,f13672,f3509,f3401,f8372,f5102,f9227,f15555,f2806"
199,matched_random20,0.748415572657311,0.7416459668834579,"f6183,f3525,f6464,f11585,f13244,f8482,f12521,f4594,f4866,f11039,f9079,f4882,f5698,f15088,f7835,f16336,f3437,f1782,f3695,f2868"
200,matched_random20,0.752291760977818,0.7418359211308849,"f13164,f3573,f4610,f1928,f14781,f1279,f466,f13622,f9569,f15255,f10351,f13645,f3779,f6322,f13988,f6164,f9034,f15698,f2618,f3383"
201,matched_random20,0.6046712313263921,0.5802431294438094,"f15071,f2322,f1159,f9346,f11731,f896,f7236,f10843,f9131,f12647,f3394,f1779,f1234,f1506,f11042,f12729,f10725,f15629,f4381,f5530"
202,matched_random20,0.5885864644635582,0.6292954270596433,"f5877,f13408,f1196,f5575,f13789,f14318,f12918,f8162,f6645,f6834,f13795,f14564,f781,f14574,f7785,f7687,f13385,f1155,f10442,f3984"
203,matched_random20,0.6158329560887279,0.5867267895161771,"f14183,f1367,f14409,f4562,f2785,f1144,f13938,f6921,f5217,f9046,f5379,f6398,f150,f11597,f8880,f38,f16160,f9366,f8725,f1002"
204,matched_random20,0.5572940244454505,0.56698838085403,"f13220,f5932,f1196,f10708,f4765,f3617,f3573,f15691,f14869,f3979,f10684,f2100,f13789,f16383,f9569,f10401,f13007,f5320,f3116,f14196"
205,matched_random20,0.5992672023540063,0.5859406029089507,"f297,f16342,f10708,f6576,f733,f7435,f2374,f3000,f14142,f431,f4532,f3411,f14405,f6147,f15888,f5011,f5310,f3551,f15897,f6703"
206,matched_random20,0.6759421684019918,0.6596883203906443,"f6183,f11703,f6070,f1729,f7812,f5978,f2343,f466,f11579,f3516,f13619,f14405,f11631,f13591,f10033,f1792,f12458,f6635,f6878,f5391"
207,matched_random20,0.603963897691263,0.5617175388095018,"f7861,f2706,f7382,f2309,f13867,f10193,f1714,f14175,f7638,f1596,f15069,f2746,f9413,f7998,f14873,f15974,f1986,f9240,f10255,f903"
208,matched_random20,0.5704079900407425,0.5867542697160276,"f5470,f95,f384,f7490,f15521,f11889,f980,f11723,f6879,f13399,f2111,f2921,f9507,f10636,f10832,f12756,f14389,f12353,f7016,f6925"
209,matched_random20,0.6579900407424174,0.6001491091283356,"f13564,f11426,f8262,f4486,f12359,f6483,f3941,f15321,f6093,f2901,f7884,f8670,f5320,f14771,f532,f2673,f4153,f11459,f12884,f10945"
210,matched_random20,0.590920665459484,0.5683186357469586,"f4725,f6894,f1336,f1651,f3791,f4421,f7975,f6701,f5692,f16309,f2182,f5776,f1712,f14865,f8670,f5391,f14183,f7516,f2392,f6569"
211,matched_random20,0.692423042100498,0.6400815568450333,"f203,f1367,f6061,f12347,f7516,f14268,f4070,f11869,f4486,f6587,f11297,f407,f14301,f4237,f5713,f3399,f7841,f473,f15082,f14469"
212,matched_random20,0.6550050928021729,0.6308423012607149,"f6466,f11703,f13084,f7946,f10488,f10600,f7510,f10483,f1696,f9706,f3218,f2347,f8372,f12713,f9431,f3966,f2153,f9835,f1611,f15607"
213,matched_random20,0.737154821186057,0.7077984072059134,"f1670,f5932,f5683,f12154,f11646,f14856,f2100,f9522,f684,f11446,f7308,f15241,f13592,f9689,f13399,f3550,f13926,f681,f5484,f13452"
214,matched_random20,0.646304889090086,0.6403453306751892,"f14183,f2322,f13312,f10708,f13804,f3683,f7024,f2719,f10807,f4055,f3546,f10516,f15306,f5232,f2672,f12335,f7435,f7975,f1596,f10707"
215,matched_random20,0.6986475780896333,0.6397470678092746,"f2427,f9810,f224,f8521,f2260,f15376,f9210,f10826,f10655,f5876,f13927,f7347,f8165,f10800,f938,f592,f8919,f4908,f15017,f6193"
216,matched_random20,0.5797165006790402,0.5956649243782666,"f13564,f1367,f8248,f13312,f7734,f9732,f9565,f95,f14650,f162,f8035,f8375,f11585,f15184,f3208,f3833,f1551,f9281,f1132,f8072"
217,matched_random20,0.7843056813037573,0.7420521168625136,"f2020,f12234,f224,f7887,f4633,f7824,f11579,f12776,f9160,f9240,f7273,f1291,f15839,f9543,f10099,f8449,f8273,f13249,f6638,f7381"
218,matched_random20,0.8467915346310547,0.8548582508826055,"f2460,f5574,f5006,f12180,f14328,f13049,f6508,f203,f3908,f2219,f1128,f14593,f13316,f5678,f1903,f10351,f3319,f2777,f10463,f4338"
219,matched_random20,0.7702721819827977,0.722217306511844,"f13250,f6856,f9260,f14352,f16016,f2848,f15408,f14740,f11287,f10592,f238,f1183,f12907,f2577,f1781,f11462,f8271,f9453,f11125,f6836"
220,matched_random20,0.5470376867360797,0.5455758096256536,"f1670,f12564,f13018,f7490,f12544,f1830,f4516,f4154,f430,f15767,f15749,f5950,f11914,f5379,f9425,f14893,f10523,f6514,f2211,f13653"
221,matched_random20,0.5439961521050249,0.5512328573699622,"f12047,f16342,f11096,f6576,f12429,f3427,f3908,f9300,f6462,f11066,f3665,f10600,f4150,f5984,f4168,f15595,f14472,f13174,f3208,f15912"
222,matched_random20,0.776836238116795,0.7181332883377736,"f9360,f286,f13201,f12154,f12061,f6592,f5011,f1431,f6317,f7367,f1800,f6768,f11810,f11296,f9820,f3123,f6992,f9389,f5311,f10163"
223,matched_random20,0.592971933001358,0.5756497577228884,"f13220,f10404,f10708,f5129,f9732,f7045,f5559,f7725,f6501,f6645,f12691,f6759,f6942,f4237,f1352,f6051,f3720,f13658,f6849,f10843"
224,matched_random20,0.6092123132639203,0.6146976773626335,"f5470,f684,f3397,f384,f2633,f12937,f11495,f15750,f12580,f4237,f7998,f2019,f4669,f11069,f6792,f9370,f15661,f15727,f3906,f2852"
225,matched_random20,0.7239984155726573,0.7185715824298016,"f12950,f2322,f1196,f7831,f14789,f10981,f5920,f9325,f67,f5626,f11672,f11481,f3876,f3271,f7734,f12230,f9269,f16356,f10193,f5440"
226,matched_random20,0.6036668175645088,0.5734905346096546,"f1670,f10746,f8248,f7831,f1397,f7111,f5874,f14517,f486,f9183,f1352,f7351,f8009,f16242,f6871,f1842,f875,f14527,f11242,f853"
227,matched_random20,0.633629470348574,0.6038980519779222,"f13571,f13442,f15490,f6576,f15151,f13213,f10996,f5984,f10801,f16017,f9761,f4334,f7282,f8936,f6051,f13861,f7726,f13917,f14374,f2169"
228,matched_random20,0.6407593933906744,0.6451783230608973,"f14183,f6803,f224,f12347,f2841,f10483,f697,f9448,f12691,f13766,f12050,f4933,f5283,f12519,f1616,f7273,f8576,f8919,f6472,f6220"
229,matched_random20,0.6879951335445903,0.61908096701865,"f15965,f571,f13509,f6633,f540,f11020,f11000,f5591,f15410,f8673,f8686,f13978,f6878,f748,f15877,f12906,f14130,f9874,f5067,f4093"
230,matched_random20,0.6050673381620643,0.5783995893693537,"f16171,f10746,f2944,f8976,f519,f16234,f14339,f3473,f8412,f3319,f9731,f10193,f7111,f4854,f162,f3638,f10442,f11938,f15801,f12804"
231,matched_random20,0.7640334993209598,0.7486691817279548,"f1770,f10627,f7229,f8521,f13586,f10820,f10801,f2633,f1313,f4178,f799,f15852,f15767,f15732,f15321,f6322,f6873,f13891,f5272,f3440"
232,matched_random20,0.6186057039384337,0.5779434780630921,"f13250,f268,f6464,f384,f558,f11390,f13447,f10603,f16272,f4421,f12250,f3532,f1679,f2416,f13460,f6514,f7831,f2978,f16053,f1352"
233,matched_random20,0.7016466727025804,0.665531056730472,"f6529,f12063,f9617,f4976,f5623,f3046,f3235,f357,f443,f14409,f16329,f15916,f8064,f9889,f3242,f1851,f8432,f13148,f4983,f6534"
234,matched_random20,0.8019465821638752,0.7231557505835582,"f11987,f3365,f5683,f9523,f11025,f6710,f12732,f12767,f7265,f15692,f15040,f6138,f8720,f6038,f14750,f14569,f11641,f2256,f34,f16212"
235,matched_random20,0.5433312584880037,0.5369396110065147,"f15071,f16342,f2431,f8348,f8009,f5498,f4476,f4423,f13499,f16365,f5438,f11425,f9952,f3889,f2725,f15806,f7568,f4360,f13126,f8575"
236,matched_random20,0.7545410819375283,0.6916774705878646,"f7861,f10382,f5683,f14042,f1666,f4170,f159,f9219,f6534,f15210,f13099,f13086,f10832,f4866,f5883,f6648,f14694,f960,f14539,f11207"
237,matched_random20,0.7286243775464011,0.7184485771924103,"f13175,f286,f1159,f7117,f6569,f1787,f15959,f15098,f8824,f6132,f13497,f2414,f796,f11676,f2312,f15818,f14178,f10088,f15916,f1322"
238,matched_random20,0.6600837483023994,0.6145516323270848,"f9360,f684,f7382,f11585,f11427,f12849,f1547,f4934,f9906,f4401,f14711,f8412,f15521,f9761,f3176,f9827,f15292,f7394,f10260,f5530"
239,matched_random20,0.6438575147125396,0.5934303128134497,"f13288,f16342,f4610,f8348,f4807,f9282,f12536,f5984,f1720,f8297,f5865,f3545,f7336,f4715,f1093,f4654,f13273,f14402,f7227,f486"
240,matched_random20,0.7224139882299683,0.6992117182499855,"f2020,f10746,f8064,f8521,f15050,f15226,f10380,f1130,f10825,f5225,f3176,f6079,f14543,f10389,f5648,f3832,f1579,f3674,f1190,f9431"
241,matched_random20,0.6508459710276143,0.6181173489119718,"f14184,f3231,f1336,f13969,f9668,f2961,f3309,f9306,f12774,f5675,f16376,f16020,f9268,f14085,f5517,f9370,f5129,f6152,f7314,f3429"
242,matched_random20,0.6868775464010864,0.6282034141089884,"f2460,f16342,f2431,f13969,f9246,f15507,f13814,f7841,f15893,f2821,f9931,f12044,f14362,f384,f2662,f6676,f10377,f10162,f15303,f10856"
243,matched_random20,0.7707248755092803,0.7643327510696574,"f14917,f9565,f10708,f7490,f10279,f15607,f8552,f14417,f3832,f8136,f6310,f2263,f12063,f2375,f3976,f4431,f11831,f3973,f9239,f15430"
244,matched_random20,0.6251414667270259,0.5745071391435731,"f12246,f4893,f1159,f8976,f12783,f2073,f7638,f7311,f2280,f7144,f3979,f3660,f5235,f7828,f10106,f1025,f3821,f6813,f4423,f759"
245,matched_random20,0.7422900633770937,0.7272125926289598,"f12047,f12387,f350,f15710,f3453,f3113,f6722,f14690,f16360,f838,f3231,f8478,f7042,f7052,f6962,f15304,f12044,f1335,f10313,f15124"
246,matched_random20,0.5421146446355817,0.5529590888574899,"f12867,f2322,f5683,f9617,f5093,f900,f14845,f7671,f3199,f7484,f5022,f5853,f6490,f3714,f436,f9689,f15543,f3406,f3889,f3007"
247,matched_random20,0.7107429832503395,0.7297482222900871,"f12047,f1596,f3397,f13969,f7301,f3763,f3865,f743,f6028,f7142,f3413,f11949,f4424,f15852,f15156,f1755,f15565,f11571,f5272,f6462"
248,matched_random20,0.6655302172928927,0.6399421147043578,"f15071,f13831,f7229,f9523,f2245,f15350,f9574,f12529,f7033,f2098,f13275,f14281,f7749,f7590,f3268,f2859,f2413,f889,f11715,f2575"
249,matched_random20,0.6461209823449525,0.6495259732653734,"f2020,f13831,f2431,f13067,f4299,f674,f2860,f7197,f11060,f7303,f12774,f1498,f3046,f5750,f4718,f3657,f3136,f11338,f5312,f11977"
250,matched_random20,0.7597894975101857,0.7544415983920316,"f14675,f95,f1336,f6633,f6775,f9529,f16134,f5128,f11527,f8115,f10580,f12546,f15709,f5530,f14367,f10718,f3083,f168,f4614,f14020"
251,matched_random20,0.6557690131281122,0.6397594647477954,"f9360,f6856,f10708,f11585,f2357,f6183,f5210,f7485,f8432,f1896,f4218,f9787,f5575,f7257,f12359,f1784,f8730,f2187,f12943,f14858"
252,matched_random20,0.7961322996831146,0.755301342219276,"f13175,f9476,f8064,f7887,f8583,f4643,f1903,f7280,f9965,f13096,f15922,f8843,f12783,f13985,f8586,f323,f12933,f14910,f3256,f6747"
253,matched_random20,0.5701109099139883,0.5549881084769025,"f15993,f12564,f9617,f14409,f9734,f13598,f13558,f15422,f13153,f9919,f6385,f10198,f12483,f9766,f5861,f16205,f13978,f5106,f12543,f5675"
254,matched_random20,0.7602280443639656,0.7715416837381035,"f13220,f13975,f6061,f12500,f16376,f10269,f8747,f4693,f13273,f6562,f12008,f12542,f1116,f10800,f592,f2607,f3714,f7010,f10457,f15567"
255,matched_random20,0.5960983476686283,0.6014694319943122,"f13571,f1596,f7229,f11585,f12736,f15571,f2312,f4692,f15241,f8720,f12907,f9906,f11972,f11495,f9183,f6436,f15115,f7946,f10950,f2308"
256,matched_random20,0.5680313490267089,0.5613199757330614,"f6183,f13831,f2431,f12180,f8877,f15326,f6315,f16383,f2746,f4200,f14528,f15768,f13867,f13423,f14554,f3793,f2098,f3166,f7676,f2924"
257,matched_random20,0.5825033952014487,0.6096632550222816,"f11987,f10746,f7382,f13312,f7236,f15399,f5871,f14680,f708,f3473,f10491,f4061,f4252,f11389,f8571,f12943,f13978,f5936,f12278,f4271"
258,matched_random20,0.5751895654142146,0.5741401806376595,"f3899,f684,f6464,f15692,f159,f792,f1122,f15901,f4075,f6632,f6863,f2234,f15713,f6598,f14284,f7127,f5106,f9853,f6665,f2698"
259,matched_random20,0.8085955183340877,0.7696112137162321,"f12950,f863,f1159,f14352,f3675,f5301,f12154,f8099,f291,f8297,f11058,f13292,f12907,f14359,f391,f15951,f15199,f7726,f5380,f9164"
